provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,jobName,transcript,wer,levenshtein,ser,filename,confidence
Amazon,also when you play it live it just kind of gets boring,2,0,thirties,male,hongkong,en,,12,True,False,common_voice_en_22606561.mp3,oh so when you play it life it just kind of gets boring,0.25,4,1,,
Amazon,it is long and graded very difficult,2,0,teens,male,hongkong,en,,7,True,False,common_voice_en_18987958.mp3,it is long and graded very difficult,0.0,0,0,,
Amazon,william was naturally driven by this to oppose king henry,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22355775.mp3,medium was naturally driven by this to oppose king hurry,0.2,7,1,,
Amazon,where did you say this man worked,2,0,fourties,male,hongkong,en,,7,True,False,common_voice_en_17808853.mp3,where did you say this man worked,0.0,0,0,,
Amazon,his term as premier is regarded by historians as a failure,2,0,twenties,male,hongkong,en,,11,True,False,common_voice_en_23377193.mp3,his term as prime maria is regarded by historians as a failure,0.18181818181818182,7,1,,
Amazon,man proposes god disposes,2,1,twenties,male,hongkong,en,,4,True,False,common_voice_en_17247255.mp3,man proposes god disposes,0.0,0,0,,
Amazon,how could you even think that,2,0,thirties,male,hongkong,en,,6,True,False,common_voice_en_214017.mp3,yeah how could you even think that,0.16666666666666666,5,1,,
Amazon,they have a black tail with white outer feathers,2,1,twenties,male,hongkong,en,,9,True,False,common_voice_en_22257650.mp3,they have a black tail with white ultra feathers,0.1111111111111111,4,1,,
Amazon,what do you think,2,0,thirties,male,hongkong,en,,4,True,False,common_voice_en_214018.mp3,what do you think,0.0,0,0,,
Amazon,harrison has since made periodic appearances on a recurring capacity,2,0,twenties,female,hongkong,en,,10,True,False,common_voice_en_22630060.mp3,harrison has since made periodic appearances on a recurring capacity,0.0,0,0,,
Amazon,the hottest month is july and the coldest is february,2,0,thirties,male,hongkong,en,,10,True,False,common_voice_en_22449628.mp3,the hottest month is july and the coldest is february,0.0,0,0,,
Amazon,operating an engine in this area is known as redlining,2,1,twenties,female,hongkong,en,,10,True,False,common_voice_en_23239232.mp3,operating engine in this area is known as red lining,0.3,4,1,,
Amazon,while the cats away the mice play,2,1,fourties,male,hongkong,en,,7,True,False,common_voice_en_17782213.mp3,while the cats away the mice play,0.0,0,0,,
Amazon,the man looked up from his book and noticing nothing newsworthy returned his gaze to the page and continued reading,2,0,fourties,male,hongkong,en,,20,True,False,common_voice_en_17776745.mp3,the man looked up from his book and noticing nothing newsworthy returned his gaze to the page and continue reading,0.05,1,1,,
Amazon,lets go to something,2,1,thirties,female,hongkong,en,,4,True,False,common_voice_en_20751487.mp3,lets go to something,0.0,0,0,,
Amazon,do as i say not as i do,2,1,fourties,male,hongkong,en,,8,True,False,common_voice_en_17816539.mp3,do as i say not as i do,0.0,0,0,,
Amazon,i need ten dollars,2,0,thirties,male,hongkong,en,,4,True,False,common_voice_en_17620.mp3,i need 10,0.5,11,1,,
Amazon,the nearest airfield is bluefields airport,2,0,twenties,male,hongkong,en,,6,True,False,common_voice_en_22248809.mp3,the nearest airfield is boo field airport,0.3333333333333333,4,1,,
Amazon,to take a drop too much,2,0,fourties,male,hongkong,en,,6,True,False,common_voice_en_17782890.mp3,take a drop too much,0.16666666666666666,3,1,,
Amazon,thats got nothing to do with it,3,0,thirties,male,hongkong,en,,7,True,False,common_voice_en_17618.mp3,thats got nothing to do with it,0.0,0,0,,
Amazon,it can be relieved by moving stock into shade,2,0,twenties,male,hongkong,en,,9,True,False,common_voice_en_22423375.mp3,it can be relieved by moving stock into shade,0.0,0,0,,
Amazon,the album was inspired by his divorce from his exwife,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22248762.mp3,the album was inspired by his divorce from his ex wife,0.2,1,1,,
Amazon,they are not oppressed to the stem,2,1,twenties,female,hongkong,en,,7,True,False,common_voice_en_22979095.mp3,they are not oppressed to the scene,0.14285714285714285,3,1,,
Amazon,the kagawong river consists of two parts,2,0,,male,hongkong,en,,7,True,False,common_voice_en_22913020.mp3,the cargo one with consists of two parts,0.42857142857142855,9,1,,
Amazon,the connecticut wits eventually followed their interests in divergent directions,2,1,,,hongkong,en,,10,True,False,common_voice_en_22445754.mp3,the connecticut beats eventually followed their interest in divergent directions,0.2,4,1,,
Amazon,such individuals may be detained indefinitely in ankang centres,2,0,twenties,female,hongkong,en,,9,True,False,common_voice_en_22940328.mp3,such individuals may be detained indefinitely in an can centers,0.3333333333333333,5,1,,
Amazon,least heatmoon has osage and europeanamerican ancestry,2,0,twenties,male,hongkong,en,,7,True,False,common_voice_en_21786276.mp3,least heat moon has oxygen european american ancestry,0.7142857142857143,7,1,,
Amazon,the industries most commonly affected are banking manufacturing and government,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22248779.mp3,the industrys most commonly affected banking manufacturing and government,0.2,6,1,,
Amazon,the pirates seized the crew of the lost ship,2,0,fourties,male,hongkong,en,,9,True,False,common_voice_en_17799162.mp3,the pirates seized the crew of the lost ship,0.0,0,0,,
Amazon,my hamster turned my homework into bedding,3,0,thirties,male,hongkong,en,,7,True,False,common_voice_en_17733.mp3,my hamster turned my homework into bedding,0.0,0,0,,
Amazon,he mashed in the controller buttons hoping for some extra speed,3,1,thirties,male,hongkong,en,,11,True,False,common_voice_en_17709.mp3,he mashed it into controller bottoms hoping for some extra speed,0.2727272727272727,7,1,,
Amazon,theyre on their way,2,1,thirties,male,hongkong,en,,4,True,False,common_voice_en_17610.mp3,they are on their way,0.5,2,1,,
Amazon,the lure is used to catch trout and flounder,2,0,fourties,male,hongkong,en,,9,True,False,common_voice_en_17787381.mp3,the lure is used to catch trial and flounder,0.1111111111111111,3,1,,
Amazon,rabbit remains unswayed and returns home,2,0,twenties,male,hongkong,en,,6,True,False,common_voice_en_22248403.mp3,rabbit remain unswayed and returns home,0.16666666666666666,1,1,,
Amazon,he affiliated himself with the free soil party and was later a republican,2,0,twenties,female,hongkong,en,,13,True,False,common_voice_en_22630030.mp3,he affiliated himself with the free soil party and was later a republican,0.0,0,0,,
Amazon,did you know that nikola was going to join us,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_17264418.mp3,did you know that like l a was going to join us,0.3,4,1,,
Amazon,the swan dive was far short of perfect,2,0,fourties,male,hongkong,en,,8,True,False,common_voice_en_17776698.mp3,this one dive was far short of perfect,0.25,5,1,,
Amazon,this however was his only attempt at formula one,2,0,twenties,male,hongkong,en,,9,True,False,common_voice_en_22248513.mp3,this however was his only attempt at formula one,0.0,0,0,,
Amazon,lowrate production would lead to typeclassification resulting in removing the x from its designation,2,0,twenties,male,hongkong,en,,14,True,False,common_voice_en_22248431.mp3,low wage production would lead to type classification resulting in removing the x from its destination,0.35714285714285715,6,1,,
Amazon,the restoration also addressed decorative and environmental improvements to the building,2,0,teens,male,hongkong,en,,11,True,False,common_voice_en_22224664.mp3,the restoration also addressed decorative and environmental improvements to the building,0.0,0,0,,
Amazon,all songs written by peter buck mike mills and michael stipe unless otherwise indicated,2,0,twenties,male,hongkong,en,,14,True,False,common_voice_en_22400682.mp3,all songs written by peter buck mike mills and michael tips trip unless otherwise indicated,0.14285714285714285,6,1,,
Amazon,the building has been designated by english heritage as a grade one listed building,2,0,twenties,female,hongkong,en,,14,True,False,common_voice_en_22437940.mp3,the building has been designated by english heritage as great one listed building,0.14285714285714285,5,1,,
Amazon,he played college football for the university of florida and earned allamerican honors,2,1,twenties,male,hongkong,en,,13,True,False,common_voice_en_22377282.mp3,they played connect too small for the university of florida and american owners mhm,0.5384615384615384,27,1,,
Amazon,the demand was scarce,2,0,twenties,male,hongkong,en,,4,True,False,common_voice_en_23383935.mp3,the demand was sacred,0.25,4,1,,
Amazon,in the same year the united states army built a telegraph station,2,0,twenties,female,hongkong,en,,12,True,False,common_voice_en_22979093.mp3,in the same year the united states army built a telegraph station,0.0,0,0,,
Amazon,this is similar to what happens when humans breathe or drink through a straw,2,0,twenties,male,hongkong,en,,14,True,False,common_voice_en_23802590.mp3,this is similar to what happens when humans breathe or drink through a straw,0.0,0,0,,
Amazon,historic mills were usually powered by water wind or horse power,2,1,twenties,male,hongkong,en,,11,True,False,common_voice_en_17737894.mp3,historic meals were usually powered by water wind or house power,0.18181818181818182,3,1,,
Amazon,every jack has his jill,2,0,twenties,male,hongkong,en,,5,True,False,common_voice_en_17737893.mp3,every jack has his too,0.2,4,1,,
Amazon,she began her career as an economist at the world bank,2,0,teens,male,hongkong,en,,11,True,False,common_voice_en_18978482.mp3,she began her career as an economic missed as the world bank,0.2727272727272727,8,1,,
Amazon,he first gained notice as an assistant district attorney in philadelphia,2,0,,male,hongkong,en,,11,True,False,common_voice_en_22913085.mp3,he first gained notice as an assistant district attorney in philadelphia,0.0,0,0,,
Amazon,many retain their original window stickers,2,0,twenties,male,hongkong,en,,6,True,False,common_voice_en_22355865.mp3,many retain their original windows stickers,0.16666666666666666,1,1,,
Amazon,the medal was worn on the upper right side of the chest,2,0,twenties,male,hongkong,en,,12,True,False,common_voice_en_22423363.mp3,tomato was worn on the upper right side of the chest,0.16666666666666666,7,1,,
Amazon,almost nothing is known about its characteristics,2,0,twenties,female,hongkong,en,,7,True,False,common_voice_en_22437967.mp3,almost nothing is known about its characteristics,0.0,0,0,,
Amazon,it shall be done,2,0,fourties,male,hongkong,en,,4,True,False,common_voice_en_17782881.mp3,it shall be done,0.0,0,0,,
Amazon,but im liable to get into a jam,2,1,fourties,male,hongkong,en,,8,True,False,common_voice_en_219324.mp3,but im liable to get into a jam,0.0,0,0,,
Amazon,a later letter informs watanabe that naoko has killed herself,3,2,twenties,male,hongkong,en,,10,True,False,common_voice_en_23383926.mp3,a later letters informs water in a bit dead now go has killed herself,0.8,16,1,,
Amazon,it is owned by concord bicycle music,2,0,twenties,male,hongkong,en,,7,True,False,common_voice_en_21786688.mp3,it is owned by concord bicycle music,0.0,0,0,,
Amazon,i have a headache and a sore throat,2,0,fourties,male,hongkong,en,,8,True,False,common_voice_en_17776605.mp3,i have a headache and a sore throat,0.0,0,0,,
Amazon,regional municipalities are found only in southern ontario,2,1,twenties,male,hongkong,en,,8,True,False,common_voice_en_21786544.mp3,regional municipalities are only found in southern ontario,0.25,8,1,,
Amazon,in a cinematic ropedown maneuver the special forces overwhelmed the criminals,2,0,fourties,male,hongkong,en,,11,True,False,common_voice_en_17787324.mp3,in a cinematic dropdown maneuver the special forces overwhelm the criminals,0.18181818181818182,4,1,,
Amazon,the game is set in the world of vikings and norse mythology,2,1,thirties,male,hongkong,en,,12,True,False,common_voice_en_22449613.mp3,the game is set in the world of vikings and norse mythology,0.0,0,0,,
Amazon,six days later the station reopened with a temporary building,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22257618.mp3,six days later the station reopened with a temporary building,0.0,0,0,,
Amazon,the greater number of strings offers almost endless possibilities,2,0,,male,hongkong,en,,9,True,False,common_voice_en_22913432.mp3,the greater number of strength offers almost endless possibilities,0.1111111111111111,3,1,,
Amazon,saint moling founded a monastery on the river barrow,2,1,twenties,male,hongkong,en,,9,True,False,common_voice_en_22248807.mp3,saint mauling founded a monastery on the river power,0.2222222222222222,8,1,,
Amazon,two seasons later a secondplaced finish saw them promoted back to the premier division,2,0,twenties,female,hongkong,en,,14,True,False,common_voice_en_22967845.mp3,two seasons later a second place finish soda promoted back to the premier division,0.2857142857142857,9,1,,
Amazon,the pistons traded hill to orlando for chucky atkins and ben wallace,2,0,twenties,female,hongkong,en,,12,True,False,common_voice_en_22940330.mp3,the pistons traded hill to orlando for chucky atkins and ben wallace,0.0,0,0,,
Amazon,morris was born in radcliffe lancashire,2,0,twenties,male,hongkong,en,,6,True,False,common_voice_en_21786746.mp3,morris was born in ratcliff lancashire,0.16666666666666666,2,1,,
Amazon,it is the only major aroad in australia that is partially unsealed,2,0,,,hongkong,en,,12,True,False,common_voice_en_22445694.mp3,it is the only major a roads in australia that is partially unsealed,0.16666666666666666,2,1,,
Amazon,the public market is in the area,2,1,twenties,male,hongkong,en,,7,True,False,common_voice_en_23592781.mp3,the public market is in the area,0.0,0,0,,
Amazon,as a result conventional military strategies often demand possession of high ground,2,0,thirties,female,hongkong,en,,12,True,False,common_voice_en_22332460.mp3,as a result conventional military strategies often demand possession of high ground,0.0,0,0,,
Amazon,a number of people have hailed from nyeri county,2,0,twenties,male,hongkong,en,,9,True,False,common_voice_en_21786168.mp3,a number of people have held from nyeri county,0.1111111111111111,3,1,,
Amazon,it can loosely be defined as the inverse of the reaction rate,2,0,twenties,male,hongkong,en,,12,True,False,common_voice_en_22423376.mp3,it can loosely be defined as the inverse of the reaction rate,0.0,0,0,,
Amazon,once you get familiar with it you will want to use it for everything,3,0,thirties,male,hongkong,en,,14,True,False,common_voice_en_17567.mp3,once you get familiar with it you will want to use it for everything,0.0,0,0,,
Amazon,im always up before the sun has risen,2,0,twenties,male,hongkong,en,,8,True,False,common_voice_en_18441986.mp3,im always up before the sun has rise it,0.25,3,1,,
Amazon,organisms typically cannot metabolize all types of carbohydrate to yield energy,2,1,twenties,male,hongkong,en,,11,True,False,common_voice_en_22257847.mp3,organisms typically cannot metabolize all types of carbohydrates to your energy,0.18181818181818182,5,1,,
Amazon,the pods of peas ferment in bare fields,2,0,fourties,male,hongkong,en,,8,True,False,common_voice_en_17853220.mp3,the parts of peace furman in bear views,0.625,13,1,,
Amazon,grasp no more than thy hand will hold,2,0,fourties,male,hongkong,en,,8,True,False,common_voice_en_17816584.mp3,grass no more than the high hand will hold,0.375,7,1,,
Amazon,we must therefore conclude that he had no such pretensions,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22245628.mp3,we must therefore conclude that he had no such pretensions,0.0,0,0,,
Amazon,it has also been asserted that this questions the peer review process,2,0,twenties,male,hongkong,en,,12,True,False,common_voice_en_21786163.mp3,it has also been a sort of that this question is the peer review process,0.4166666666666667,7,1,,
Amazon,you wouldnt mind living in the nicest house in town,3,0,thirties,male,hongkong,en,,10,True,False,common_voice_en_214005.mp3,you wouldnt mind living in the nicest house in town,0.0,0,0,,
Amazon,before he gets through tonight hell ruin us all,4,2,thirties,male,hongkong,en,,9,True,False,common_voice_en_17771.mp3,before he gets through tonight he will ruin us all,0.2222222222222222,3,1,,
Amazon,not just that i have a feeling ill be helping you track down your wayward researcher as well,2,0,fourties,male,hongkong,en,,18,True,False,common_voice_en_17787339.mp3,not just that i have a feeling ill be helping you track down your wayward researcher as well,0.0,0,0,,
Amazon,all cats are grey in the dark,2,0,fourties,male,hongkong,en,,7,True,False,common_voice_en_17799199.mp3,all cats are grey in the dark,0.0,0,0,,
Amazon,nowadays there are hydroelectric power stations in use,2,1,twenties,male,hongkong,en,,8,True,False,common_voice_en_23786951.mp3,nowadays there are hydro electric power stations in use,0.25,1,1,,
Amazon,sarah told him that she was there to see her brother,2,1,fourties,male,hongkong,en,,11,True,False,common_voice_en_17816540.mp3,sarah told him that she was there to see her brother,0.0,0,0,,
Amazon,the ocklawaha hotel catered to the wealthy,2,0,twenties,male,hongkong,en,,7,True,False,common_voice_en_23383929.mp3,the okinawa hotel catered to the wealthy,0.14285714285714285,5,1,,
Amazon,his greatgranddaughter margaret biddle married thomas biddle of the biddle family of philadelphia,2,0,thirties,male,hongkong,en,,13,True,False,common_voice_en_22449599.mp3,his great granddaughter margaret biddle married thomas middle of the biddle family of philadelphia,0.23076923076923078,2,1,,
Amazon,doctor we have a medical emergency and we need you at the emergency room now,2,0,fourties,male,hongkong,en,,15,True,False,common_voice_en_17782884.mp3,doctor we have a medical emergency and we need you at the emergency room now,0.0,0,0,,
Amazon,these sausages are extremely tasty,2,0,fourties,male,hongkong,en,,5,True,False,common_voice_en_219297.mp3,these sausages are extremely tasty,0.0,0,0,,
Amazon,and im going to build things,3,0,thirties,male,hongkong,en,,6,True,False,common_voice_en_17693.mp3,and im going to build things,0.0,0,0,,
Amazon,i started my family from scratch again he said,2,0,twenties,male,hongkong,en,,9,True,False,common_voice_en_22378001.mp3,i studied my family from scratch,0.4444444444444444,17,1,,
Amazon,the little girl wanted to have a balloon but was too shy to ask,2,0,fourties,male,hongkong,en,,14,True,False,common_voice_en_17776695.mp3,the little girl wanted to have a balloon but was too shy to ask,0.0,0,0,,
Amazon,i am supposed to be here,2,1,fourties,male,hongkong,en,,6,True,False,common_voice_en_17782223.mp3,im supposed to be here,0.3333333333333333,2,1,,
Amazon,home is where the heart is,2,0,fourties,male,hongkong,en,,6,True,False,common_voice_en_17860946.mp3,home is where the heart is,0.0,0,0,,
Amazon,the site is owned by the chronicle of higher education,2,0,twenties,male,hongkong,en,,10,True,False,common_voice_en_22245624.mp3,besides is owned by the chronicle of higher education,0.2,5,1,,
Amazon,although she is beautiful she would rather be with the horses than with men,2,0,twenties,male,hongkong,en,,14,True,False,common_voice_en_23377199.mp3,although she is beautiful she would rather be with their horses than with men,0.07142857142857142,2,1,,
Amazon,if there is evidence of failure to disclose yes we have a problem,2,0,twenties,male,indian,en,,13,True,False,common_voice_en_22378145.mp3,if there is evidence of failure to disclose yes we have a problem,0.0,0,0,,
Amazon,the sign is normally pronounced plus or minus,2,0,twenties,female,indian,en,,8,True,False,common_voice_en_18733683.mp3,the sign is normally pronounced plus or minus,0.0,0,0,,
Amazon,meanwhile win chadha also died,2,0,thirties,male,indian,en,,5,True,False,common_voice_en_19437194.mp3,meanwhile been chadda also died,0.4,4,1,,
Amazon,where is my dress,2,0,twenties,male,indian,en,,4,True,False,common_voice_en_17520264.mp3,where is my dress,0.0,0,0,,
Amazon,benjamin was snacking on strips of bacon,2,1,teens,female,indian,en,,7,True,False,common_voice_en_155227.mp3,benjamin was snacking on strips of bacon,0.0,0,0,,
Amazon,the quakers have a meeting house on the lower churchtown road,2,1,twenties,male,indian,en,,11,True,False,common_voice_en_22292169.mp3,the quakers have a meeting house kong the lower judge down road,0.2727272727272727,9,1,,
Amazon,musically we were going to meet each other half way,2,1,twenties,male,indian,en,,10,True,False,common_voice_en_18733300.mp3,basically were going to meet each other,0.4,14,1,,
Amazon,surveys are just like a platform where good and bad estimations are mingled together,2,0,thirties,female,indian,en,,14,True,False,common_voice_en_21721575.mp3,surveys are just like a platform very good and bad estimations are mingled together,0.07142857142857142,3,1,,
Amazon,emory has numerous club sports and a variety of recreational and competitive intramural teams,2,0,teens,female,indian,en,,14,True,False,common_voice_en_21362374.mp3,murray has numerous clubs sports and variety of recreational and competitive intramural teams,0.21428571428571427,7,1,,
Amazon,a colour version of the music video was later made available,2,0,thirties,male,indian,en,,11,True,False,common_voice_en_20735452.mp3,a colour version of the music video was later made available,0.0,0,0,,
Amazon,emmas going away immediately after tea might give offence,2,0,twenties,male,indian,en,,9,True,False,common_voice_en_19953596.mp3,and must going away immediately after t might give offence,0.3333333333333333,8,1,,
Amazon,valentine sits on the boards of several organisations in the united kingdom,2,0,thirties,male,indian,en,,12,True,False,common_voice_en_18946831.mp3,valentine sits on the boards of several organizations in the united kingdom,0.08333333333333333,1,1,,
Amazon,she spent almost all night finishing her thesis,2,0,twenties,male,indian,en,,8,True,False,common_voice_en_109349.mp3,she spent almost all night finishing her thesis,0.0,0,0,,
Amazon,gold and silversmiths as well as copper engraving and lithography flourished,2,0,fourties,male,indian,en,,11,True,False,common_voice_en_23541654.mp3,gold and silver smiths as well as corporate engraving and lithography flourished,0.2727272727272727,6,1,,
Amazon,claudius returned to rome after the battle to attend to affairs of state,2,0,twenties,male,indian,en,,13,True,False,common_voice_en_19477209.mp3,claudius returned to rome after the battle to attend to affairs of state,0.0,0,0,,
Amazon,hes a regular and hes connected but then i expect you knew that much already,3,0,twenties,male,indian,en,,15,True,False,common_voice_en_17276740.mp3,who is a regular and is connected but then i expect you knew that much already,0.2,6,1,,
Amazon,his career spanned more than fifty years,2,0,twenties,female,indian,en,,7,True,False,common_voice_en_22447951.mp3,his career spanned more than 50 years,0.14285714285714285,5,1,,
Amazon,it was seen early in the morning rushing over eastward,3,0,thirties,male,indian,en,,10,True,False,common_voice_en_120091.mp3,it was seen early in the morning rushing over east world,0.2,3,1,,
Amazon,the amazons were attributed to the circassians via the root maze,2,0,twenties,female,indian,en,,11,True,False,common_voice_en_22670212.mp3,the amazons were attributed to the circassians were the root maze,0.09090909090909091,4,1,,
Amazon,shining force also possesses an exploration mode that occurs outside of battle,2,1,twenties,male,indian,en,,12,True,False,common_voice_en_23627830.mp3,shining force also possesses an exploration mode that goes outside of the battle yeah,0.25,14,1,,
Amazon,they are part of the sawa ethnic groups those who live on the coast,2,0,thirties,male,indian,en,,14,True,False,common_voice_en_21476599.mp3,there are part of the sava ethnic groups those who live on the coast,0.14285714285714285,3,1,,
Amazon,it is the biggest telescope in the world,2,1,twenties,male,indian,en,,8,True,False,common_voice_en_18666500.mp3,is the biggest telescope in the world,0.125,3,1,,
Amazon,you can pay with both escudos and euros,2,1,twenties,male,indian,en,,8,True,False,common_voice_en_22312599.mp3,youve been very more sweet sue connie ross,1.0,28,1,,
Amazon,in one match the gentlemen had eighteen and in two more seventeen,2,0,twenties,male,indian,en,,12,True,False,common_voice_en_22772596.mp3,in one match the gentleman had 18 and in two more 17,0.25,18,1,,
Amazon,the newspapers demanded democracy,2,0,twenties,male,indian,en,,4,True,False,common_voice_en_13813670.mp3,the newspapers demanded democracy,0.0,0,0,,
Amazon,were going to paris for our honeymoon,2,0,thirties,male,indian,en,,7,True,False,common_voice_en_18427495.mp3,we are going to paris for our honeymoon,0.2857142857142857,2,1,,
Amazon,the more you read the better you will be understood,2,0,teens,male,indian,en,,10,True,False,common_voice_en_17247726.mp3,the more you read the battery will be understood,0.2,4,1,,
Amazon,a walking path surrounds the whole complex,2,1,twenties,male,indian,en,,7,True,False,common_voice_en_19201294.mp3,the working parts around start a whole complex,0.8571428571428571,16,1,,
Amazon,most people using the term exponentially dont know what it actually means,2,0,twenties,male,indian,en,,12,True,False,common_voice_en_17779740.mp3,most people using the term exponentially dont know what actually means,0.08333333333333333,3,1,,
Amazon,words are in my notsohumble opinion our most inexhaustible source of magic,2,1,twenties,male,indian,en,,12,True,False,common_voice_en_17392884.mp3,goods are in my not so humble opinion our most inexhaustible source of bad,0.4166666666666667,8,1,,
Amazon,the couple had one son mario,2,0,twenties,male,indian,en,,6,True,False,common_voice_en_22321100.mp3,the couple had one son mario,0.0,0,0,,
Amazon,alcohol tobacco coffee and tea were prohibited as in many latter day saint denominations,2,0,twenties,male,indian,en,,14,True,False,common_voice_en_19459011.mp3,alcohol tobacco coffee empty were prohibited as in many latter day saint denominations,0.14285714285714285,6,1,,
Amazon,i know very well what youre talking about,2,0,twenties,female,indian,en,,8,True,False,common_voice_en_179975.mp3,i know very well what youre talking about,0.0,0,0,,
Amazon,such brilliant tactical success earned him a permanent place among koreas most famous leaders,2,0,twenties,female,indian,en,,14,True,False,common_voice_en_22687296.mp3,such brilliant tactical saxes earned him a permanent place among koreas most famous leaders,0.07142857142857142,4,1,,
Amazon,the engine gave about six horsepower,2,0,thirties,female,indian,en,,6,True,False,common_voice_en_21764414.mp3,the engine gave about six hp,0.16666666666666666,8,1,,
Amazon,chespirito owned the rights to el chavo and el chapulín colorado,2,1,twenties,male,indian,en,,11,True,False,common_voice_en_18685062.mp3,test burrito all the rights to else avo and supple in colorado,0.6363636363636364,25,1,,
Amazon,on basis of the report a global tender was floated,2,0,thirties,male,indian,en,,10,True,False,common_voice_en_19023271.mp3,on the basis of the report global tenure was floating,0.4,12,1,,
Amazon,its e minor soprano solo is prefigured in weronikas final performance,2,0,twenties,female,indian,en,,11,True,False,common_voice_en_22448659.mp3,c minor soprano solo is prefigured in veronicas final performance,0.2727272727272727,7,1,,
