provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,jobName,transcript
Amazon,"Man proposes, God disposes.",2,1,twenties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17247255.mp3,man proposes God disposes.
Amazon,How could you even think that?,2,0,thirties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_214017.mp3,"Yeah, How could you even think That?"
Amazon,They have a black tail with white outer feathers.,2,1,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22257650.mp3,They have a black tail with white Ultra feathers.
Amazon,What do you think?,2,0,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_214018.mp3,What Do you think?
Amazon,Harrison has since made periodic appearances on a recurring capacity.,2,0,twenties,female,hongkong,en,,10,TRUE,FALSE,common_voice_en_22630060.mp3,Harrison has since made periodic appearances on a recurring capacity.
Amazon,The hottest month is July and the coldest is February.,2,0,thirties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22449628.mp3,The hottest month is july and the coldest is february.
Amazon,"Operating an engine in this area is known as ""redlining"".",2,1,twenties,female,hongkong,en,,10,TRUE,FALSE,common_voice_en_23239232.mp3,Operating engine in this area is known as red lining.
Amazon,While the cats away the mice play.,2,1,fourties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17782213.mp3,"While the Cat's away, the mice play."
Amazon,"The man looked up from his book and, noticing nothing newsworthy, returned his gaze to the page and continued reading.",2,0,fourties,male,hongkong,en,,20,TRUE,FALSE,common_voice_en_17776745.mp3,"the man looked up from his book and noticing nothing newsworthy, returned his gaze to the page and continue reading."
Amazon,Let's go to something!,2,1,thirties,female,hongkong,en,,4,TRUE,FALSE,common_voice_en_20751487.mp3,Let's Go To Something.
Amazon,Do as I say not as I do.,2,1,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17816539.mp3,"Do as I say, not as I do."
Amazon,I need ten dollars.,2,0,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17620.mp3,I need $10.
Amazon,The nearest airfield is Bluefields Airport.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22248809.mp3,The nearest airfield is Boo Field Airport.
Amazon,To take a drop too much.,2,0,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17782890.mp3,Take a Drop too much.
Amazon,That's got nothing to do with it!,3,0,thirties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17618.mp3,That's got nothing to do with it.
Amazon,It can be relieved by moving stock into shade.,2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22423375.mp3,It can be relieved by moving stock into shade.
Amazon,The album was inspired by his divorce from his ex-wife.,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22248762.mp3,The album was inspired by his divorce from his ex wife.
Amazon,They are not oppressed to the stem.,2,1,twenties,female,hongkong,en,,7,TRUE,FALSE,common_voice_en_22979095.mp3,They are not oppressed to the scene.
Amazon,The Kagawong River consists of two parts.,2,0,,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_22913020.mp3,The cargo one with consists of two parts.
Amazon,The Connecticut Wits eventually followed their interests in divergent directions.,2,1,,,hongkong,en,,10,TRUE,FALSE,common_voice_en_22445754.mp3,The Connecticut beats eventually followed their interest in divergent directions.
Amazon,"Such individuals may be detained indefinitely in ""ankang"" centres.",2,0,twenties,female,hongkong,en,,9,TRUE,FALSE,common_voice_en_22940328.mp3,Such individuals may be detained indefinitely in an can centers.
Amazon,Least Heat-Moon has Osage and European-American ancestry.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_21786276.mp3,"least heat moon has oxygen, European American ancestry."
Amazon,"The industries most commonly affected are banking, manufacturing, and government.",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22248779.mp3,"The industry's most commonly affected banking, manufacturing, and government."
Amazon,The pirates seized the crew of the lost ship.,2,0,fourties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17799162.mp3,The pirates seized the crew of the lost ship.
Amazon,My hamster turned my homework into bedding.,3,0,thirties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17733.mp3,my hamster turned my homework into bedding.
Amazon,"He mashed in the controller buttons, hoping for some extra speed.",3,1,thirties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17709.mp3,"He mashed it into controller bottoms, hoping for some extra speed."
Amazon,They're on their way.,2,1,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17610.mp3,They are on their way.
Amazon,The lure is used to catch trout and flounder.,2,0,fourties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17787381.mp3,The lure is used to catch trial and flounder.
Amazon,Rabbit remains unswayed and returns home.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22248403.mp3,Rabbit remain unswayed and returns home.
Amazon,He affiliated himself with the Free Soil Party and was later a Republican.,2,0,twenties,female,hongkong,en,,13,TRUE,FALSE,common_voice_en_22630030.mp3,He affiliated himself with the Free Soil Party and was later a Republican.
Amazon,Did you know that Nikola was going to join us?,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_17264418.mp3,Did you know that like l a was going to join us?
Amazon,The swan dive was far short of perfect.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17776698.mp3,This one dive was far short of perfect.
Amazon,"This however, was his only attempt at Formula One.",2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22248513.mp3,"This, however, was his only attempt at Formula one."
Amazon,"Low-rate production would lead to type-classification, resulting in removing the ""X"" from its designation.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_22248431.mp3,"Low wage production would lead to type classification, resulting in removing the X from its destination."
Amazon,The restoration also addressed decorative and environmental improvements to the building.,2,0,teens,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22224664.mp3,The restoration also addressed decorative and environmental improvements to the building.
Amazon,"All songs written by Peter Buck, Mike Mills, and Michael Stipe unless otherwise indicated.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_22400682.mp3,"All songs written by Peter, buck, Mike Mills and Michael tips Trip unless otherwise indicated."
Amazon,The building has been designated by English Heritage as a Grade One listed building.,2,0,twenties,female,hongkong,en,,14,TRUE,FALSE,common_voice_en_22437940.mp3,The building has been designated by English Heritage as Great one listed building.
Amazon,"He played college football for the University of Florida, and earned All-American honors.",2,1,twenties,male,hongkong,en,,13,TRUE,FALSE,common_voice_en_22377282.mp3,They played connect too small for the university of florida and american owners. Mhm.
Amazon,The demand was scarce.,2,0,twenties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_23383935.mp3,The demand was sacred.
Amazon,"In the same year, the United States Army built a telegraph station.",2,0,twenties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22979093.mp3,In the same year the United States Army built a telegraph station.
Amazon,This is similar to what happens when humans breathe or drink through a straw.,2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_23802590.mp3,This is similar to what happens when humans breathe or drink through a straw.
Amazon,"Historic mills were usually powered by water, wind or horse power.",2,1,twenties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17737894.mp3,"Historic meals were usually powered by water, wind or house power."
Amazon,Every Jack has his Jill.,2,0,twenties,male,hongkong,en,,5,TRUE,FALSE,common_voice_en_17737893.mp3,Every Jack has his too.
Amazon,She began her career as an economist at the World Bank.,2,0,teens,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_18978482.mp3,She began her career as an economic missed as the World Bank.
Amazon,He first gained notice as an assistant district attorney in Philadelphia.,2,0,,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22913085.mp3,He first gained notice as an assistant district attorney in philadelphia.
Amazon,Many retain their original window stickers.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22355865.mp3,Many retain their original windows stickers.
Amazon,The medal was worn on the upper right side of the chest.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22423363.mp3,Tomato was worn on the upper right side of the chest.
Amazon,Almost nothing is known about its characteristics.,2,0,twenties,female,hongkong,en,,7,TRUE,FALSE,common_voice_en_22437967.mp3,Almost nothing is known about its characteristics.
Amazon,It shall be done!,2,0,fourties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17782881.mp3,It shall be done.
Amazon,But I'm liable to get into a jam.,2,1,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_219324.mp3,But I'm liable to get into a jam.
Amazon,A later letter informs Watanabe that Naoko has killed herself.,3,2,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_23383926.mp3,A later letters informs Water in a bit Dead Now Go has killed herself.
Amazon,It is owned by Concord Bicycle Music.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_21786688.mp3,It is owned by concord bicycle music.
Amazon,I have a headache and a sore throat.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17776605.mp3,I have a headache and a sore throat.
Amazon,Regional municipalities are found only in Southern Ontario.,2,1,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_21786544.mp3,regional municipalities are only found in southern Ontario.
Amazon,"In a cinematic rope-down maneuver, the special forces overwhelmed the criminals.",2,0,fourties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17787324.mp3,"In a cinematic dropdown maneuver, the special forces overwhelm the criminals."
Amazon,The game is set in the world of Vikings and Norse mythology.,2,1,thirties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22449613.mp3,The game is set in the world of Vikings and norse mythology.
Amazon,"Six days later, the station reopened with a temporary building.",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22257618.mp3,"Six days later, the station reopened with a temporary building."
Amazon,The greater number of strings offers almost endless possibilities.,2,0,,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22913432.mp3,The greater number of strength offers almost endless possibilities.
Amazon,Saint Moling founded a monastery on the River Barrow.,2,1,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22248807.mp3,saint Mauling founded a monastery on the river power.
Amazon,"Two seasons later, a second-placed finish saw them promoted back to the Premier Division.",2,0,twenties,female,hongkong,en,,14,TRUE,FALSE,common_voice_en_22967845.mp3,"Two seasons later, a second place finish, Soda promoted back to the Premier Division."
Amazon,The Pistons traded Hill to Orlando for Chucky Atkins and Ben Wallace.,2,0,twenties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22940330.mp3,"The pistons traded Hill to Orlando for Chucky, Atkins and Ben Wallace."
Amazon,"Morris was born in Radcliffe, Lancashire.",2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_21786746.mp3,"Morris was born in Ratcliff, Lancashire."
Amazon,It is the only major A-road in Australia that is partially unsealed.,2,0,,,hongkong,en,,12,TRUE,FALSE,common_voice_en_22445694.mp3,It is the only major a roads in Australia that is partially unsealed.
Amazon,The public market is in the area.,2,1,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_23592781.mp3,The public market is in the area.
Amazon,"As a result, conventional military strategies often demand possession of high ground.",2,0,thirties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22332460.mp3,"As a result, conventional military strategies often demand possession of high ground."
Amazon,A number of people have hailed from Nyeri County.,2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_21786168.mp3,A number of people have held from Nyeri County.
Amazon,It can loosely be defined as the inverse of the reaction rate.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22423376.mp3,It can loosely be defined as the inverse of the reaction rate.
Amazon,Once you get familiar with it you will want to use it for everything.,3,0,thirties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_17567.mp3,"Once you get familiar with it, you will want to use it for everything."
Amazon,I'm always up before the sun has risen.,2,0,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_18441986.mp3,I'm always up before the sun has rise it.
Amazon,Organisms typically cannot metabolize all types of carbohydrate to yield energy.,2,1,twenties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22257847.mp3,Organisms typically cannot metabolize all types of carbohydrates to your energy.
Amazon,The pods of peas ferment in bare fields.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17853220.mp3,The Parts of Peace furman in Bear Views.
Amazon,Grasp no more than thy hand will hold.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17816584.mp3,Grass no more than the High Hand will Hold.
Amazon,We must therefore conclude that he had no such pretensions.,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22245628.mp3,We must therefore conclude that he had no such pretensions.
Amazon,It has also been asserted that this questions the peer review process.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_21786163.mp3,It has also been a sort of that this question is the peer review process.
Amazon,You wouldn't mind living in the nicest house in town.,3,0,thirties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_214005.mp3,You wouldn't mind living in the nicest house in town.
Amazon,Before he gets through tonight he'll ruin us all!,4,2,thirties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17771.mp3,"before he gets through tonight, he will ruin us all."
Amazon,"Not just that, I have a feeling I'll be helping you track down your wayward researcher as well.",2,0,fourties,male,hongkong,en,,18,TRUE,FALSE,common_voice_en_17787339.mp3,Not just that I have a feeling I'll be helping you track down your wayward researcher as well.
Amazon,All cats are grey in the dark.,2,0,fourties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17799199.mp3,All cats are grey in the dark.
Amazon,"Nowadays, there are hydroelectric power stations in use.",2,1,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_23786951.mp3,Nowadays there are hydro electric power stations in use.
Amazon,Sarah told him that she was there to see her brother.,2,1,fourties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17816540.mp3,Sarah told him that she was there to see her brother.
Amazon,The Ocklawaha Hotel catered to the wealthy.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_23383929.mp3,The Okinawa Hotel catered to the wealthy.
Amazon,His great-granddaughter Margaret Biddle married Thomas Biddle of the Biddle family of Philadelphia.,2,0,thirties,male,hongkong,en,,13,TRUE,FALSE,common_voice_en_22449599.mp3,"His great granddaughter, Margaret Biddle married thomas middle of the biddle family of philadelphia."
Amazon,"Doctor, we have a medical emergency, and we need you at the emergency room now.",2,0,fourties,male,hongkong,en,,15,TRUE,FALSE,common_voice_en_17782884.mp3,Doctor we have a medical emergency and we need you at the emergency room now.
Amazon,These sausages are extremely tasty.,2,0,fourties,male,hongkong,en,,5,TRUE,FALSE,common_voice_en_219297.mp3,These sausages are extremely tasty.
Amazon,And I'm going to build things.,3,0,thirties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17693.mp3,and I'm going to build things.
Amazon,"""I started my family from scratch again,"" he said.",2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22378001.mp3,I studied my family from scratch.
Amazon,"The little girl wanted to have a balloon, but was too shy to ask.",2,0,fourties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_17776695.mp3,The little girl wanted to have a balloon but was too shy to ask.
Amazon,I am supposed to be here.,2,1,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17782223.mp3,I'm supposed to be here.
Amazon,Home is where the heart is.,2,0,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17860946.mp3,Home is where the heart is.
Amazon,"The site is owned by ""The Chronicle of Higher Education"".",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22245624.mp3,Besides is owned by the Chronicle of Higher Education.
Amazon,"Although she is beautiful, she would rather be with the horses than with men.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_23377199.mp3,"Although she is beautiful, she would rather be with their horses than with men."
Amazon,"If there is evidence of failure to disclose, yes, we have a problem.",2,0,twenties,male,indian,en,,13,TRUE,FALSE,common_voice_en_22378145.mp3,"If there is evidence of failure to disclose yes, we have a problem."
Amazon,"The sign is normally pronounced ""plus or minus"".",2,0,twenties,female,indian,en,,8,TRUE,FALSE,common_voice_en_18733683.mp3,the sign is normally pronounced plus or minus.
Amazon,Meanwhile Win Chadha also died.,2,0,thirties,male,indian,en,,5,TRUE,FALSE,common_voice_en_19437194.mp3,"Meanwhile, been Chadda also died."
Amazon,Where is my dress?,2,0,twenties,male,indian,en,,4,TRUE,FALSE,common_voice_en_17520264.mp3,Where is My Dress?
Amazon,Benjamin was snacking on strips of bacon.,2,1,teens,female,indian,en,,7,TRUE,FALSE,common_voice_en_155227.mp3,Benjamin was snacking on strips of bacon.
Amazon,The Quakers have a Meeting House on the Lower Churchtown Road.,2,1,twenties,male,indian,en,,11,TRUE,FALSE,common_voice_en_22292169.mp3,"the Quakers have a meeting House Kong, the lower judge down road."
Amazon,Musically we were going to meet each other half way.,2,1,twenties,male,indian,en,,10,TRUE,FALSE,common_voice_en_18733300.mp3,basically we're going to meet each other.
Amazon,Surveys are just like a platform where good and bad estimations are mingled together.,2,0,thirties,female,indian,en,,14,TRUE,FALSE,common_voice_en_21721575.mp3,"Surveys are just like a platform, very good and bad estimations are mingled together."
Amazon,Emory has numerous club sports and a variety of recreational and competitive intramural teams.,2,0,teens,female,indian,en,,14,TRUE,FALSE,common_voice_en_21362374.mp3,"Murray has numerous clubs, sports and variety of recreational and competitive intramural teams."
Amazon,A colour version of the music video was later made available.,2,0,thirties,male,indian,en,,11,TRUE,FALSE,common_voice_en_20735452.mp3,A colour version of the music video was later made available.
Amazon,Emma's going away immediately after tea might give offence.,2,0,twenties,male,indian,en,,9,TRUE,FALSE,common_voice_en_19953596.mp3,And must going away immediately after T might give offence.
Amazon,Valentine sits on the boards of several organisations in the United Kingdom.,2,0,thirties,male,indian,en,,12,TRUE,FALSE,common_voice_en_18946831.mp3,Valentine sits on the boards of several organizations in the United Kingdom.
Amazon,She spent almost all night finishing her thesis.,2,0,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_109349.mp3,She spent almost all night finishing her thesis.
Amazon,Gold- and silversmiths as well as copper engraving and lithography flourished.,2,0,fourties,male,indian,en,,11,TRUE,FALSE,common_voice_en_23541654.mp3,"Gold and silver smiths, as well as corporate engraving and lithography, flourished."
Amazon,Claudius returned to Rome after the battle to attend to affairs of state.,2,0,twenties,male,indian,en,,13,TRUE,FALSE,common_voice_en_19477209.mp3,Claudius returned to Rome after the battle to attend to affairs of state.
Amazon,"He's a regular and he's connected, but then I expect you knew that much already.",3,0,twenties,male,indian,en,,15,TRUE,FALSE,common_voice_en_17276740.mp3,"Who is a regular and is connected, but then I expect you knew that much already."
Amazon,His career spanned more than fifty years.,2,0,twenties,female,indian,en,,7,TRUE,FALSE,common_voice_en_22447951.mp3,His career spanned more than 50 years.
Amazon,"It was seen early in the morning, rushing over eastward.",3,0,thirties,male,indian,en,,10,TRUE,FALSE,common_voice_en_120091.mp3,it was seen early in the morning rushing over East World.
Amazon,"The Amazons were attributed to the Circassians via the root ""maze"".",2,0,twenties,female,indian,en,,11,TRUE,FALSE,common_voice_en_22670212.mp3,The amazons were attributed to the Circassians were the root maze.
Amazon,"""Shining Force"" also possesses an exploration mode that occurs outside of battle.",2,1,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_23627830.mp3,Shining Force also possesses an exploration mode that goes outside of the battle Yeah.
Amazon,"They are part of the Sawa ethnic groups, those who live on the coast.",2,0,thirties,male,indian,en,,14,TRUE,FALSE,common_voice_en_21476599.mp3,"There are part of the Sava ethnic groups, those who live on the coast."
Amazon,It is the biggest telescope in the world.,2,1,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_18666500.mp3,is the biggest telescope in the world.
Amazon,You can pay with both escudos and euros.,2,1,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_22312599.mp3,You've been very more sweet. Sue Connie Ross.
Amazon,In one match the Gentlemen had eighteen and in two more seventeen.,2,0,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_22772596.mp3,"In one match, the Gentleman had 18 and in two more 17."
Amazon,The newspapers demanded democracy.,2,0,twenties,male,indian,en,,4,TRUE,FALSE,common_voice_en_13813670.mp3,The newspapers demanded democracy.
Amazon,We're going to Paris for our honeymoon.,2,0,thirties,male,indian,en,,7,TRUE,FALSE,common_voice_en_18427495.mp3,We are going to paris for our honeymoon.
Amazon,"The more you read, the better you will be understood.",2,0,teens,male,indian,en,,10,TRUE,FALSE,common_voice_en_17247726.mp3,The more you read the battery will be understood.
Amazon,A walking path surrounds the whole complex.,2,1,twenties,male,indian,en,,7,TRUE,FALSE,common_voice_en_19201294.mp3,The working parts around start a whole complex.
Amazon,"Most people using the term ""exponentially"" don't know what it actually means.",2,0,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_17779740.mp3,most people using the term exponentially don't know what actually means.
Amazon,"Words are, in my not-so-humble opinion, our most inexhaustible source of magic.",2,1,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_17392884.mp3,"Goods are, in my not so humble opinion, our most inexhaustible source of bad."
Amazon,"The couple had one son, Mario.",2,0,twenties,male,indian,en,,6,TRUE,FALSE,common_voice_en_22321100.mp3,"The couple had one son, Mario."
Amazon,"Alcohol, tobacco, coffee and tea were prohibited, as in many Latter Day Saint denominations.",2,0,twenties,male,indian,en,,14,TRUE,FALSE,common_voice_en_19459011.mp3,"alcohol, tobacco, coffee empty were prohibited, as in many latter day saint denominations."
Amazon,I know very well what you're talking about.,2,0,twenties,female,indian,en,,8,TRUE,FALSE,common_voice_en_179975.mp3,I know very well what you're talking about.
Amazon,Such brilliant tactical success earned him a permanent place among Korea's most famous leaders.,2,0,twenties,female,indian,en,,14,TRUE,FALSE,common_voice_en_22687296.mp3,Such brilliant tactical saxes earned him a permanent place among Korea's most famous leaders.
Amazon,The engine gave about six horse-power.,2,0,thirties,female,indian,en,,6,TRUE,FALSE,common_voice_en_21764414.mp3,The engine gave about six hp.
Amazon,"Chespirito owned the rights to ""El Chavo"" and ""El Chapulín Colorado"".",2,1,twenties,male,indian,en,,11,TRUE,FALSE,common_voice_en_18685062.mp3,"test burrito, all the rights to else avo and supple in Colorado."
Amazon,"On basis of the report, a global tender was floated.",2,0,thirties,male,indian,en,,10,TRUE,FALSE,common_voice_en_19023271.mp3,"on the basis of the report, Global tenure was floating."
Amazon,Its E minor soprano solo is prefigured in Weronika's final performance.,2,0,twenties,female,indian,en,,11,TRUE,FALSE,common_voice_en_22448659.mp3,C Minor soprano solo is prefigured in veronica's final performance.
Amazon,Services are scant along this road.,3,1,twenties,male,indian,en,,6,TRUE,FALSE,common_voice_en_23702810.mp3,Services are scant along this suit.
Amazon,I'm going to medical school.,2,1,twenties,male,indian,en,,5,TRUE,FALSE,common_voice_en_18577158.mp3,I'm going to Medical School.
