jobName,transcript
common_voice_en_19131319.mp3,MM The park is located in the Pilbara region and is mostly tropical semi arid climate.
common_voice_en_19206647.mp3,"Yeah, but the titles also rather obscure not to the Beatles revolver."
common_voice_en_19260807.mp3,He developed several improvements in railroad signaling system that increased railway safety.
common_voice_en_19260808.mp3,"Other writers included Wh bolton, Melvin Purpose and Harry Whitaker among many others."
common_voice_en_19265335.mp3,Peter finally surrenders when an american missiles pointed at him.
common_voice_en_19265400.mp3,Its editor in chief is Mohammed a f North.
common_voice_en_19349711.mp3,Only son customers with paid support contracts have access to updates for production releases.
common_voice_en_19374617.mp3,They live in Oxley in South Surrey.
common_voice_en_19388558.mp3,George was the Chairman of the Society of Black Engineers Publications Committee.
common_voice_en_19411153.mp3,Hello slash stock with the virus I called paladin yeah.
common_voice_en_19419442.mp3,And in this case we were wrong.
common_voice_en_19429298.mp3,The stadium has since been heavily damaged by looters.
common_voice_en_19439770.mp3,The relevant language of Oman.
common_voice_en_19455843.mp3,This has not stopped fans from creating a set of rules that Dragon Poker.
common_voice_en_19463757.mp3,"And two days later, operations from thesis ended."
common_voice_en_19500490.mp3,They may be read as texts in a variety of ways.
common_voice_en_19511657.mp3,It is useful for investigating the effects of irradiation on high temperature superconductors.
common_voice_en_19530419.mp3,The track the supermarket starts back with crossed T fuck of bypass and loss.
common_voice_en_19533514.mp3,The album was recorded Randy's in Kingston Jamaica.
common_voice_en_19547443.mp3,"However, it was an international success."
common_voice_en_19547558.mp3,That quickly was murdered by his favorite slave.
common_voice_en_19547602.mp3,If you don't have the suit lay down any other card Mhm.
common_voice_en_19547711.mp3,"one would receive a sharp wind from it, but there is no pain."
common_voice_en_195599.mp3,That's what makes it romantic.
common_voice_en_195601.mp3,Mhm. He slipped on the stairs.
common_voice_en_195604.mp3,Much ado about nothing.
common_voice_en_19576243.mp3,Your head does not take yeah.
common_voice_en_19593195.mp3,Still and I was added to the liquid.
common_voice_en_19596026.mp3,Some examples of the music played for the dancers have survived.
common_voice_en_19598826.mp3,"A half Cup of Prefect, he shows a notable streak of modesty in fairness."
common_voice_en_196033.mp3,10 years not like the rest of Africa.
common_voice_en_196040.mp3,"But I'm going to Egypt, the boy said."
common_voice_en_19607900.mp3,Almost every asset class is managed both internally and externally.
common_voice_en_19610290.mp3,He was buried at o neill Cemetery in his own town of Jasper Alabama.
common_voice_en_19612307.mp3,Body means awakening or enlightenment.
common_voice_en_19624455.mp3,Artist fake Mooney's use skywriting for his Cloud Cloud project.
common_voice_en_19638712.mp3,Identity It will reply to his friend dr Lee.
common_voice_en_19640568.mp3,He designed the first school and the church in the colony.
common_voice_en_19646658.mp3,"Don't you think that's being rather modest, the lawyer replied."
common_voice_en_19646773.mp3,"His rooms were on staircase, see 1st court and known as the cubicle."
common_voice_en_19646795.mp3,One particularly rigorous aspect of studio classes is to critique or review.
common_voice_en_19653084.mp3,In continental europe letters proved equally popular.
common_voice_en_19653804.mp3,John Wick Locke was born and raised in Springfield Missouri.
common_voice_en_19654165.mp3,The Biological Systems Matrix includes enhancements for extended plant life and cropped maceration.
common_voice_en_19654246.mp3,There are several camping locations throughout Leach Field.
common_voice_en_19665853.mp3,You will bring these persons performing this afternoon.
common_voice_en_19666054.mp3,College in Bangalore India.
common_voice_en_19669556.mp3,ACUTE uric acid nephew apathy is associated with little or no urine output.
common_voice_en_19670623.mp3,"two years later, Mary Elle Wobbly became the first president of the museum."
common_voice_en_19671958.mp3,"He continues every place I have tried it, it grows with no work."
common_voice_en_19674018.mp3,Agriculture is the main economic activity.
common_voice_en_19676045.mp3,He also made the front cover of sports illustrated following his five game winning streak.
common_voice_en_19676110.mp3,"The horror show starts off with a pyrotechnic stage show, complete with actors."
common_voice_en_19676189.mp3,Mountain Point is a part of the Temp Union High School District.
common_voice_en_19677873.mp3,Actions of the President must be approved by the commission.
common_voice_en_19687171.mp3,The ultra accelerator injection gives Derek the power he needs to change the past Yeah.
common_voice_en_19687856.mp3,Mongolians traditionally were afraid of misfortunes and believed in good and bad omens.
common_voice_en_19694692.mp3,Investigations performed by the police could find no explanation for the phenomenon.
common_voice_en_19697120.mp3,Pet sitters monitor a number of different animals.
common_voice_en_19703082.mp3,"At the time, many units served as both ambulances and funeral vehicles called combinations."
common_voice_en_19729857.mp3,Got it Kristen nine lives just spending Haskell specific Bradley Boston real share.
common_voice_en_19741834.mp3,The format would soon evolve to rhythmic all this under program director Rick thomas.
common_voice_en_19743064.mp3,Legs harry with spurs absent on tibia.
common_voice_en_19753210.mp3,Dancers are often accompanied by the contra bass or the guitar.
common_voice_en_19763501.mp3,All species of Safa qasar threatened ranging from vulnerable to critically endangered.
common_voice_en_19766146.mp3,"Following her recognition, Ng famine underwent her regularly scheduled overhaul at the Todd shipyard."
common_voice_en_19769312.mp3,It was there that she met her fellow student Henry moore.
common_voice_en_19777401.mp3,These were suitable for engaging fast torpedo boats.
common_voice_en_19779814.mp3,The larger issue of denominational school funding remains extremely controversial in the products.
common_voice_en_19789288.mp3,Some of the restaurants continue to be privately owned by Okay.
common_voice_en_19794290.mp3,"Echoes name was suggested by Halpern's initial backer, ketchup heiress Drew Hinds."
common_voice_en_19794489.mp3,"I thought jimmy, lots of the harm, much like cars because of the fight."
common_voice_en_19794762.mp3,Okay Rothmans has been involved in a number of lawsuits in Canada.
common_voice_en_19810294.mp3,Read afterwards described Ambrose as the best prime minister Canada never had.
common_voice_en_19817244.mp3,"He let a report a few months later, Just Sovereign got himself killed."
common_voice_en_19817866.mp3,"In banking, but it take a terrible deck of bus credit Mhm."
common_voice_en_19820737.mp3,It has numerous thorns long.
common_voice_en_19840580.mp3,"It essentially consisted of the country of North and billing, excluding the township of monogamy itself."
common_voice_en_19846142.mp3,Just Call on taliban.
common_voice_en_19852698.mp3,Bouchard served as opposition leader while God bought remained leader of the Liberal Party.
common_voice_en_19853491.mp3,The bill will need to be reintroduced in order to be considered again.
common_voice_en_19858895.mp3,He was a kind of figure in your beds.
common_voice_en_19859109.mp3,"Lately he has adopted a podcast, a dress code."
common_voice_en_19870995.mp3,There are also disappear you're smart battery which don't lower the physic cabin.
common_voice_en_19871717.mp3,"The diploma is awarded upon successful completion of the course, which includes four units."
common_voice_en_19871724.mp3,The unusual strategy worked and the yellowjackets upset Notre Dam.
common_voice_en_198884.mp3,Don't see Those things.
common_voice_en_19893470.mp3,Have actually fast growing suspicions in London and someone to start the charges stuck elsewhere.
common_voice_en_19943217.mp3,Marron has been slightly more competitive when voting for governor.
common_voice_en_19944007.mp3,The Imperial Army imposed strict censorship.
common_voice_en_19953873.mp3,"Elsewhere, the track was elevated frequently over long distances on timber pilings."
common_voice_en_19959908.mp3,At the northwestern periphery of the town of the drift consists of recently blown sand.
common_voice_en_19989612.mp3,No ground Effect train has entered regular commercial service.
common_voice_en_19996880.mp3,"In this case, an agency adds a service fee to the net price."
common_voice_en_20005769.mp3,"For brand, um leaves pertain to concepts without the latter, there can be no former."
common_voice_en_20013431.mp3,A Sardines wrote the books no dig gardening and leaves of life.
common_voice_en_20029446.mp3,Lucas also served as the Associate artistic Director.
common_voice_en_20031188.mp3,Other groups include the Christchurch Archery Club and You brought It Long Borders Club.
common_voice_en_20031190.mp3,The word al Rinker means the sun and finish yeah.
common_voice_en_20031921.mp3,The papers of William Miller are preserved in the archives at Aurora University.
common_voice_en_20068567.mp3,"Today, however, it's seven volumes are generally considered to be a single novel."
common_voice_en_20103455.mp3,The patrick thomas is dead almost entirely of that guy's duty and like construction.
common_voice_en_20106002.mp3,"But the lead fell considerably in the following days, polls."
common_voice_en_20112398.mp3,L. Opportunity competing these airlines are offered a doll to give bears.
common_voice_en_20112691.mp3,After lucY been calling My Time to the Bank Touch.
common_voice_en_20112886.mp3,On a big occasions the best cyber capable popular song.
common_voice_en_20113858.mp3,He also invented many other related inventions.
common_voice_en_20114610.mp3,"He enjoyed sailing, owning two boats at Salle Comb in Devon."
common_voice_en_20120109.mp3,"Although oil has been discovered near Fanis, the town's population has remained small."
common_voice_en_20139229.mp3,We Kill it teaches Aish Hatorah College cure stories.
common_voice_en_20149531.mp3,There is no wheelchair access to the platform.
common_voice_en_20150272.mp3,Grand Canaria has road encircling the whole island and extending into the mountain areas.
common_voice_en_20150345.mp3,His brother Mark is also a former professional footballer.
common_voice_en_20166622.mp3,In the late carboniferous tropical rainforests lay over the equator of your America.
common_voice_en_20166747.mp3,The sun awning was printed with the respective country flags.
common_voice_en_20168221.mp3,"kim Marie was surgery called nakata, of which Camry was a major city."
common_voice_en_20170426.mp3,"The frustration and, and uh, your sunglasses as like a father to the ground."
common_voice_en_20170443.mp3,"Just with Right, she loves him."
common_voice_en_20170497.mp3,"Okay, that's part of publicity all cars has never got over the World Championship Yeah."
common_voice_en_20175145.mp3,As well as at least four unnamed family plots.
common_voice_en_20177067.mp3,Global warming has occurred rapidly over the course of the past half century.
common_voice_en_20179040.mp3,A soundtrack was released by Universal Music Group.
common_voice_en_20212198.mp3,"The renaissance was dedicated to john Petrucci, his wife renaissance Petrucci."
common_voice_en_20212898.mp3,Onslaught was assaulted by the Avengers before he could pick up the words Hammer.
common_voice_en_20219197.mp3,This is the expected or preferred direction of the angular random variables.
common_voice_en_202198.mp3,"MM Woman in white sweater holding a drink, talking to man in jacket."
common_voice_en_20220400.mp3,Laura refused to testify against Nixon or any other Watergate figure.
common_voice_en_20230377.mp3,The general topography of the province is characterized by uplifted plantation services.
common_voice_en_20236100.mp3,Nah booze cult spread to ancient Egypt.
common_voice_en_20238716.mp3,Caribou River flows through the city.
common_voice_en_20252419.mp3,And the politan anthology it is said that they established lyrics sunk.
common_voice_en_20271420.mp3,"It stimulates an open sided, so fire ride through the savanna of East africa."
common_voice_en_20282479.mp3,"Okay, it is located in a valley in Poland."
common_voice_en_20284799.mp3,Yeah Anton a santa fe railroad Executive.
common_voice_en_20287592.mp3,AL dust alone is largely responsible for the long term regulation of blood pressure.
common_voice_en_20287741.mp3,The Luck School District serves the village.
common_voice_en_20303621.mp3,"The young girl introduces herself as Laura, lean an office to act as his guide."
common_voice_en_20313133.mp3,"Fans of johnny Mathis can thank mr Livingston for all the time, among others."
common_voice_en_20357673.mp3,He played legion baseball in oxford pennsylvania.
common_voice_en_20365739.mp3,Murrysville is within the Franklin Regional School District.
common_voice_en_20379322.mp3,The latter beach is located at the foot of Men's Great.
common_voice_en_20379353.mp3,But I don't think the dead but a but it sounds much better.
common_voice_en_20393273.mp3,During winters grew to more heavy wall pointers to protect against cold.
common_voice_en_20424049.mp3,"Early on, it was major opponent of a perceived Americanizing of the church."
common_voice_en_20482206.mp3,Both families had only ocular features.
common_voice_en_20501378.mp3,"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street."
common_voice_en_205348.mp3,And the alchemists understood that the boy's heart had returned to the soul of the world.
common_voice_en_20644615.mp3,"You speak out Virginia, that is for me a lot of codes."
common_voice_en_20655582.mp3,Checked out food I really have become much more common.
common_voice_en_20665475.mp3,Temperature advocation of the sub tax allow it to be after by planet change.
common_voice_en_20704603.mp3,"The genus name is derived from ancient greek, Medalis, black and Netta Duck."
common_voice_en_20713037.mp3,The Czech educator Armenia's based his work Januvia in guar um misurata on this text.
common_voice_en_20713189.mp3,The philadelphia Eagles signed him out of Grand Valley State University.
common_voice_en_20726398.mp3,Godzilla smash is a tower that has a self destruct button that makes the island unstable.
common_voice_en_20730614.mp3,This directive popular with the North because of bacon with another party.
common_voice_en_20743390.mp3,"Of the Various Sciences, Business Studies A Lot of Studies."
common_voice_en_20757720.mp3,You just look here in the North to step up our University.
common_voice_en_20768932.mp3,This term applies to officer points on a circle or any atmosphere.
common_voice_en_20782002.mp3,The saturated temporary fellows are upstairs with packed on the compression quality.
common_voice_en_20827577.mp3,"Alimony and hydroxide is sometimes mistakenly called alum, which properly refers to aluminum potassium sulfate."
common_voice_en_20835064.mp3,It was also the last album released by James William Garcia's Caribou Records.
common_voice_en_20847440.mp3,Why doesn't he do it Why isn't he doing it?
common_voice_en_20870824.mp3,The capital of the present date Nation state of a key um bozo May is a key um swear drew Mhm.
common_voice_en_20872057.mp3,I learned so much from them and made some great friends.
common_voice_en_20919386.mp3,"William Randolph Hard appointed Alice Morehead, initially as assistant editor."
common_voice_en_20934336.mp3,"Today there was attempts to develop the work of local artisans, especially in ceramics."
common_voice_en_20957061.mp3,Chaka was notable for her work as a conceptual artist.
common_voice_en_20970003.mp3,It is also illegal in many parts of europe to declawed Cat Yeah.
common_voice_en_20971183.mp3,"According to Emily harper, I hear mixed opinions from the fans."
common_voice_en_20989616.mp3,Among these movements with zionism as promoted by Theodore Hertzel.
common_voice_en_210810.mp3,The process of encrypting the hash value of a message is called digital signature.
common_voice_en_210816.mp3,There are many spoons.
common_voice_en_21090921.mp3,They are nicknamed Constitution or the constitutes.
common_voice_en_21101015.mp3,"Being a peninsula, the sea has long been vital to Gibraltar's transport links."
common_voice_en_21101018.mp3,Ruse was named after James Ruse known as Australia's 1st Farmer.
common_voice_en_21101104.mp3,"However, his filament had low resistance, thus needing heavy copper wires to supply it."
common_voice_en_21101413.mp3,It's all about dates.
common_voice_en_21101868.mp3,Pete Bodenheimer and Slava's Adjani also contributed to set development.
common_voice_en_21203250.mp3,Thereby the matter has been deprived of practical significance or rendered purely academic.
common_voice_en_21206781.mp3,Traditional cause drum majors are effective showman who command the Cause and all venues.
common_voice_en_21209796.mp3,Mono has released nine studio albums.
common_voice_en_21209954.mp3,She's absolutely cool about it.
common_voice_en_21224752.mp3,My stupor can scarcely have lasted beyond a few seconds.
common_voice_en_21224864.mp3,The character is usually depicted as an enemy of the X men.
common_voice_en_21256484.mp3,"The main parks are Galveston Park, Killed, Home Lane Park and Kiwi Park."
common_voice_en_212902.mp3,I didn't find the blow dryer so I just used the vacuum.
common_voice_en_21337950.mp3,There are many variants of the puzzle.
common_voice_en_21359215.mp3,This is also a pragmatic view adopted by a number of scholars.
common_voice_en_21400020.mp3,"The battle resulted in immense casualties, one of whom was rosemary."
common_voice_en_21419594.mp3,Many of his outdoor nudes were painted there.
common_voice_en_21453189.mp3,A total of six games were released in J. Card format.
