,client_id,path,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu
863066,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17613.mp3,Goats always have a better view.,2,0,thirties,male,hongkong,en,,6,True,False
691035,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248437.mp3,He left service with the rank of commander.,2,0,twenties,male,hongkong,en,,8,True,False
578154,5adc2d208fcb901fb426e1b703978067370c8f6ce457a2cb30a675f6e7a354452decc3752dd085ebadca1d924600e9af24e9af59c3678d7a25d5704bc2186c19,common_voice_en_22445724.mp3,Writing credits and songs' lengths are in accord with album's inner notes.,2,0,,,hongkong,en,,12,True,False
792209,4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934,common_voice_en_22257990.mp3,It is one of seven state roads that travel through the city of Chicago.,2,0,twenties,male,hongkong,en,,14,True,False
1067147,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17799195.mp3,A conservative.,2,1,fourties,male,hongkong,en,,2,True,False
486011,51a9447e29e45a9159346b0b584d2fa445ac241fa797e4a876620735fbdb8fa77de388f7eef6fd2151dbfff218cb533e5def0956646a225a1ad1e26029cb3f38,common_voice_en_22177351.mp3,The organization was originally known as the Commandant's Warfighting Laboratory.,2,0,teens,male,hongkong,en,,10,True,False
624048,f39e529cd0b67be8376063c0c155c3db8a6d7231dcfc4488d75dcaaccf90b884dbe6018dc6e2bda77d9eac49b419572a2e53ea4c4ca9e21302a42d6ff4748195,common_voice_en_219302.mp3,"I haven't played around with that yet, but I'd love to hear if you have in the comments.",2,1,fourties,male,hongkong,en,,18,True,False
447470,ec9a2ef40355c30dd08e7d295a779194c8dab398cb1e016b0203239ec4b34a8765df848bbdb2b49968b1e3091416aba18a47af0e3c0d969079cf6a9753748542,common_voice_en_22606561.mp3,"Also, when you play it live, it just kind of gets boring.",2,0,thirties,male,hongkong,en,,12,True,False
2809,af3f9af98502e6d62478eeef0e5e9f0d180b88716a855f9b662330491b0155b8baefdb22d84c0988066945a311e6d5fc488a7b723421451718749f65fc50fb5f,common_voice_en_18987958.mp3,"It is long, and graded ""Very Difficult"".",2,0,teens,male,hongkong,en,,7,True,False
767980,dc83d61cebf288260073ed87d73e6e998e94524f18a705821702ea7f25f5c647e9f046079a1acb1d1bdff02c6ddb1931b90241d80bf06277c59d71e9caec1ce1,common_voice_en_22355775.mp3,William was naturally driven by this to oppose King Henry.,2,0,twenties,male,hongkong,en,,10,True,False
1067187,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17808853.mp3,Where did you say this man worked?,2,0,fourties,male,hongkong,en,,7,True,False
577823,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23377193.mp3,His term as premier is regarded by historians as a failure.,2,0,twenties,male,hongkong,en,,11,True,False
32338,977a2d38a1af3c543c203c0285d16d79a9681a29836051d8751c7db1120ab2d0c5572b95f109708031195c9e572bd758eb9f890a42e5388f941156b2c9ed6381,common_voice_en_17247255.mp3,"Man proposes, God disposes.",2,1,twenties,male,hongkong,en,,4,True,False
266097,8a01da2ce2cf621f375f4433876a92adb7f49de8ed7ef3cd8c85207ffa106ff1aade84e7155538fcd0322e7558404ae1302a21d96e9ce97c4d770ff8f5719b20,common_voice_en_214017.mp3,How could you even think that?,2,0,thirties,male,hongkong,en,,6,True,False
792167,4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934,common_voice_en_22257650.mp3,They have a black tail with white outer feathers.,2,1,twenties,male,hongkong,en,,9,True,False
266098,8a01da2ce2cf621f375f4433876a92adb7f49de8ed7ef3cd8c85207ffa106ff1aade84e7155538fcd0322e7558404ae1302a21d96e9ce97c4d770ff8f5719b20,common_voice_en_214018.mp3,What do you think?,2,0,thirties,male,hongkong,en,,4,True,False
373377,2ddef28849d05dbd79cc05e5de87b59f5248b3d2b792a3f1489bee6667fae2f7256d4c9315de6b87ed5273fe379e312bb54b5dd92d272f0813bba74179de82a9,common_voice_en_22630060.mp3,Harrison has since made periodic appearances on a recurring capacity.,2,0,twenties,female,hongkong,en,,10,True,False
447468,ec9a2ef40355c30dd08e7d295a779194c8dab398cb1e016b0203239ec4b34a8765df848bbdb2b49968b1e3091416aba18a47af0e3c0d969079cf6a9753748542,common_voice_en_22449628.mp3,The hottest month is July and the coldest is February.,2,0,thirties,male,hongkong,en,,10,True,False
404286,3e01742593279e6fcc6730880bbee5c05965a4d4efa8ae85c7519343201007fbb643a1ea7a69d3bdf18f38a55953ecdbf21f28289cbdc40ca820528274f843d3,common_voice_en_23239232.mp3,"Operating an engine in this area is known as ""redlining"".",2,1,twenties,female,hongkong,en,,10,True,False
1066963,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17782213.mp3,While the cats away the mice play.,2,1,fourties,male,hongkong,en,,7,True,False
1066928,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17776745.mp3,"The man looked up from his book and, noticing nothing newsworthy, returned his gaze to the page and continued reading.",2,0,fourties,male,hongkong,en,,20,True,False
161008,e6e77fd9be108917d93f8d5a71300aea2bb4c528d0101dd4f83445c488a3af9b43fd0df0e776209d93f13f08d2d647e14ceafdfb6c6c49ffffa6fc684f361790,common_voice_en_20751487.mp3,Let's go to something!,2,1,thirties,female,hongkong,en,,4,True,False
1067273,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17816539.mp3,Do as I say not as I do.,2,1,fourties,male,hongkong,en,,8,True,False
863071,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17620.mp3,I need ten dollars.,2,0,thirties,male,hongkong,en,,4,True,False
691084,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248809.mp3,The nearest airfield is Bluefields Airport.,2,0,twenties,male,hongkong,en,,6,True,False
1067000,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17782890.mp3,To take a drop too much.,2,0,fourties,male,hongkong,en,,6,True,False
863070,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17618.mp3,That's got nothing to do with it!,3,0,thirties,male,hongkong,en,,7,True,False
531955,8331c9ca14ae4d93783edea8c64b2deb8ea12b4177fb8cc6dd50d2124ea634c839a79aef9df4cbaffe5741b2bdee769f2b8c3164ded2e73e4437b5ad4f04369b,common_voice_en_22423375.mp3,It can be relieved by moving stock into shade.,2,0,twenties,male,hongkong,en,,9,True,False
691074,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248762.mp3,The album was inspired by his divorce from his ex-wife.,2,0,twenties,male,hongkong,en,,10,True,False
94793,734eb54fa7b005e2e2e19e76a4aaeb506bf6e0eb43fcd9d1fd6168dd2d96d1ba8969c42cca664c659e707c67eda48ec7badb535786cf6f10f0b65f2db962858e,common_voice_en_22979095.mp3,They are not oppressed to the stem.,2,1,twenties,female,hongkong,en,,7,True,False
494023,ab808aab9c8ecaef3bd59499c358654ce91408dda9386bec8094683d914304aa20ef43ad39c85f874467f12af45e4167da83fce3082c5edf889ebc45990cefc5,common_voice_en_22913020.mp3,The Kagawong River consists of two parts.,2,0,,male,hongkong,en,,7,True,False
578164,5adc2d208fcb901fb426e1b703978067370c8f6ce457a2cb30a675f6e7a354452decc3752dd085ebadca1d924600e9af24e9af59c3678d7a25d5704bc2186c19,common_voice_en_22445754.mp3,The Connecticut Wits eventually followed their interests in divergent directions.,2,1,,,hongkong,en,,10,True,False
244469,3b26e4578aca173885797e03aa49383d2bc3248506cb16983ad94f07f52a7623d6a327eaf08439e071fac5227869faa99adc07887fd9c94c746565bb0c01bd0f,common_voice_en_22940328.mp3,"Such individuals may be detained indefinitely in ""ankang"" centres.",2,0,twenties,female,hongkong,en,,9,True,False
804916,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786276.mp3,Least Heat-Moon has Osage and European-American ancestry.,2,0,twenties,male,hongkong,en,,7,True,False
691079,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248779.mp3,"The industries most commonly affected are banking, manufacturing, and government.",2,0,twenties,male,hongkong,en,,10,True,False
1067121,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17799162.mp3,The pirates seized the crew of the lost ship.,2,0,fourties,male,hongkong,en,,9,True,False
863174,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17733.mp3,My hamster turned my homework into bedding.,3,0,thirties,male,hongkong,en,,7,True,False
863152,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17709.mp3,"He mashed in the controller buttons, hoping for some extra speed.",3,1,thirties,male,hongkong,en,,11,True,False
863063,d651f6b4070286259b1baf8fddf8f464a0b291897eb6a50b4b106fcfa259c9760e10181f8ae1a09edfd78bdda95d7b2adf7ddc4482a118342b6278f2794e9532,common_voice_en_17610.mp3,They're on their way.,2,1,thirties,male,hongkong,en,,4,True,False
1067064,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17787381.mp3,The lure is used to catch trout and flounder.,2,0,fourties,male,hongkong,en,,9,True,False
691030,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248403.mp3,Rabbit remains unswayed and returns home.,2,0,twenties,male,hongkong,en,,6,True,False
373370,2ddef28849d05dbd79cc05e5de87b59f5248b3d2b792a3f1489bee6667fae2f7256d4c9315de6b87ed5273fe379e312bb54b5dd92d272f0813bba74179de82a9,common_voice_en_22630030.mp3,He affiliated himself with the Free Soil Party and was later a Republican.,2,0,twenties,female,hongkong,en,,13,True,False
327518,e2e4c5062400ef0c17e4cb8866bec60c7c8dbdef1a07553406322afb8b223789b7bc2f610d8d9ad51cf3e322e699427160abbb0eec4981ad07a82b35bec61f61,common_voice_en_17264418.mp3,Did you know that Nikola was going to join us?,2,0,twenties,male,hongkong,en,,10,True,False
1066897,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17776698.mp3,The swan dive was far short of perfect.,2,0,fourties,male,hongkong,en,,8,True,False
691042,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248513.mp3,"This however, was his only attempt at Formula One.",2,0,twenties,male,hongkong,en,,9,True,False
691032,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248431.mp3,"Low-rate production would lead to type-classification, resulting in removing the ""X"" from its designation.",2,0,twenties,male,hongkong,en,,14,True,False
334386,91ea241a4700cdbb9d7811a16fb6c1d5d113b53f7e4c233a79f2c2ab923b0174f02909f9d2cce0d25b92a5142c0564d34a10c497d7febf3ade6a75ceec36d978,common_voice_en_22224664.mp3,The restoration also addressed decorative and environmental improvements to the building.,2,0,teens,male,hongkong,en,,11,True,False
76823,1ba834d7875d793a8f5ac82d04e35b2d65d2cc36478257f8260ea4e19c9c30247d60408fb4fa7f58e9ba701b5e748bbd5672e755bf5e070d54575da863496cde,common_voice_en_22400682.mp3,"All songs written by Peter Buck, Mike Mills, and Michael Stipe unless otherwise indicated.",2,0,twenties,male,hongkong,en,,14,True,False
381742,783f5aa8bfda86098a5b9cf07e314dae11b697d26990e28e157964adc302bd42dcd6aac458a4cf5f1084069add3fc9ab8b3224c1660ce9046240b6b8754a903e,common_voice_en_22437940.mp3,The building has been designated by English Heritage as a Grade One listed building.,2,0,twenties,female,hongkong,en,,14,True,False
768011,dc83d61cebf288260073ed87d73e6e998e94524f18a705821702ea7f25f5c647e9f046079a1acb1d1bdff02c6ddb1931b90241d80bf06277c59d71e9caec1ce1,common_voice_en_22377282.mp3,"He played college football for the University of Florida, and earned All-American honors.",2,1,twenties,male,hongkong,en,,13,True,False
577852,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23383935.mp3,The demand was scarce.,2,0,twenties,male,hongkong,en,,4,True,False
94791,734eb54fa7b005e2e2e19e76a4aaeb506bf6e0eb43fcd9d1fd6168dd2d96d1ba8969c42cca664c659e707c67eda48ec7badb535786cf6f10f0b65f2db962858e,common_voice_en_22979093.mp3,"In the same year, the United States Army built a telegraph station.",2,0,twenties,female,hongkong,en,,12,True,False
256588,0e0bd96b5b7799bcd9321c0d09e78215c16fa0563cccdebd4115d05889e00a119aa3c63834ee6ffeed55065cbea7f061e4bb477a0706294e1827263d8def2aea,common_voice_en_23802590.mp3,This is similar to what happens when humans breathe or drink through a straw.,2,0,twenties,male,hongkong,en,,14,True,False
107640,b12e6c6af114247fffb350fb979476e5dfad24d99dba1e75053fd1b63ce658f20b92b18b2f729d5fd420471c129bd878c1dabf513ce19a02c51028ae22d7c349,common_voice_en_17737894.mp3,"Historic mills were usually powered by water, wind or horse power.",2,1,twenties,male,hongkong,en,,11,True,False
107639,b12e6c6af114247fffb350fb979476e5dfad24d99dba1e75053fd1b63ce658f20b92b18b2f729d5fd420471c129bd878c1dabf513ce19a02c51028ae22d7c349,common_voice_en_17737893.mp3,Every Jack has his Jill.,2,0,twenties,male,hongkong,en,,5,True,False
303140,061722981f77054421d946c6b7189f44063488f62b22e9b27b45bf8045be63248bb2d24109252264677011c696b9ceb5a7571545a77cdb823788cc6b3bd1b7ea,common_voice_en_18978482.mp3,She began her career as an economist at the World Bank.,2,0,teens,male,hongkong,en,,11,True,False
494040,ab808aab9c8ecaef3bd59499c358654ce91408dda9386bec8094683d914304aa20ef43ad39c85f874467f12af45e4167da83fce3082c5edf889ebc45990cefc5,common_voice_en_22913085.mp3,He first gained notice as an assistant district attorney in Philadelphia.,2,0,,male,hongkong,en,,11,True,False
768000,dc83d61cebf288260073ed87d73e6e998e94524f18a705821702ea7f25f5c647e9f046079a1acb1d1bdff02c6ddb1931b90241d80bf06277c59d71e9caec1ce1,common_voice_en_22355865.mp3,Many retain their original window stickers.,2,0,twenties,male,hongkong,en,,6,True,False
531948,8331c9ca14ae4d93783edea8c64b2deb8ea12b4177fb8cc6dd50d2124ea634c839a79aef9df4cbaffe5741b2bdee769f2b8c3164ded2e73e4437b5ad4f04369b,common_voice_en_22423363.mp3,The medal was worn on the upper right side of the chest.,2,0,twenties,male,hongkong,en,,12,True,False
381747,783f5aa8bfda86098a5b9cf07e314dae11b697d26990e28e157964adc302bd42dcd6aac458a4cf5f1084069add3fc9ab8b3224c1660ce9046240b6b8754a903e,common_voice_en_22437967.mp3,Almost nothing is known about its characteristics.,2,0,twenties,female,hongkong,en,,7,True,False
1066993,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17782881.mp3,It shall be done!,2,0,fourties,male,hongkong,en,,4,True,False
624068,f39e529cd0b67be8376063c0c155c3db8a6d7231dcfc4488d75dcaaccf90b884dbe6018dc6e2bda77d9eac49b419572a2e53ea4c4ca9e21302a42d6ff4748195,common_voice_en_219324.mp3,But I'm liable to get into a jam.,2,1,fourties,male,hongkong,en,,8,True,False
577844,43be1637c6418a0b22afb56b7873efe03fb95e779286684057288c02fa6dc6c27bd35f73208129fd5d9f1ba3d99124eac73a8fcb4a2e58815c0c654d96c7ba77,common_voice_en_23383926.mp3,A later letter informs Watanabe that Naoko has killed herself.,3,2,twenties,male,hongkong,en,,10,True,False
805000,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786688.mp3,It is owned by Concord Bicycle Music.,2,0,twenties,male,hongkong,en,,7,True,False
1066856,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17776605.mp3,I have a headache and a sore throat.,2,0,fourties,male,hongkong,en,,8,True,False
804971,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786544.mp3,Regional municipalities are found only in Southern Ontario.,2,1,twenties,male,hongkong,en,,8,True,False
1067020,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,common_voice_en_17787324.mp3,"In a cinematic rope-down maneuver, the special forces overwhelmed the criminals.",2,0,fourties,male,hongkong,en,,11,True,False
447454,ec9a2ef40355c30dd08e7d295a779194c8dab398cb1e016b0203239ec4b34a8765df848bbdb2b49968b1e3091416aba18a47af0e3c0d969079cf6a9753748542,common_voice_en_22449613.mp3,The game is set in the world of Vikings and Norse mythology.,2,1,thirties,male,hongkong,en,,12,True,False
792162,4ad9eea58f6dba2b894bdc7ef6b5794133885508a8c18b05bc42e9c6776404434af7e7ee9e735553c788fe1f33def94b3a30ba6158992a02dc47ad75b9e9e934,common_voice_en_22257618.mp3,"Six days later, the station reopened with a temporary building.",2,0,twenties,male,hongkong,en,,10,True,False
494060,ab808aab9c8ecaef3bd59499c358654ce91408dda9386bec8094683d914304aa20ef43ad39c85f874467f12af45e4167da83fce3082c5edf889ebc45990cefc5,common_voice_en_22913432.mp3,The greater number of strings offers almost endless possibilities.,2,0,,male,hongkong,en,,9,True,False
691082,75bd8280446ee019e500d59497ce7596aadde9fe7e5663782482b90569bb6996cfe58c9ca70ab3479afa0216f88d4216eb3e22951b008e0c0ca024e53a73e4cd,common_voice_en_22248807.mp3,Saint Moling founded a monastery on the River Barrow.,2,1,twenties,male,hongkong,en,,9,True,False
96866,7dcf32dd407fe716fe6afaf107a4471708a62dccb06758253289a233c9bf01e1739c8f2889497141d9421ca0e7ad02e0726c000c41a70f8821e97d049cdbc96e,common_voice_en_22967845.mp3,"Two seasons later, a second-placed finish saw them promoted back to the Premier Division.",2,0,twenties,female,hongkong,en,,14,True,False
244471,3b26e4578aca173885797e03aa49383d2bc3248506cb16983ad94f07f52a7623d6a327eaf08439e071fac5227869faa99adc07887fd9c94c746565bb0c01bd0f,common_voice_en_22940330.mp3,The Pistons traded Hill to Orlando for Chucky Atkins and Ben Wallace.,2,0,twenties,female,hongkong,en,,12,True,False
805013,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786746.mp3,"Morris was born in Radcliffe, Lancashire.",2,0,twenties,male,hongkong,en,,6,True,False
578139,5adc2d208fcb901fb426e1b703978067370c8f6ce457a2cb30a675f6e7a354452decc3752dd085ebadca1d924600e9af24e9af59c3678d7a25d5704bc2186c19,common_voice_en_22445694.mp3,It is the only major A-road in Australia that is partially unsealed.,2,0,,,hongkong,en,,12,True,False
768034,dc83d61cebf288260073ed87d73e6e998e94524f18a705821702ea7f25f5c647e9f046079a1acb1d1bdff02c6ddb1931b90241d80bf06277c59d71e9caec1ce1,common_voice_en_23592781.mp3,The public market is in the area.,2,1,twenties,male,hongkong,en,,7,True,False
185801,fd9601fc54d4f8d88a43d8304b18e9e6c4d7f37d748afa6f3ee1a9ddcff9e190a9bf2ea12e6440301091cb5496d38c817d7c237be376cc1bd462b5ea8ab82eb2,common_voice_en_22332460.mp3,"As a result, conventional military strategies often demand possession of high ground.",2,0,thirties,female,hongkong,en,,12,True,False
804878,5bfb0afa2b6f9550666006d7566331d24e50ba12b18226b55b88581a6bf59fbbe68d4ab0229c5bf52dcfd388cbc71d1fea258e11d1e593088ec7d659c84bc320,common_voice_en_21786168.mp3,A number of people have hailed from Nyeri County.,2,0,twenties,male,hongkong,en,,9,True,False
531956,8331c9ca14ae4d93783edea8c64b2deb8ea12b4177fb8cc6dd50d2124ea634c839a79aef9df4cbaffe5741b2bdee769f2b8c3164ded2e73e4437b5ad4f04369b,common_voice_en_22423376.mp3,It can loosely be defined as the inverse of the reaction rate.,2,0,twenties,male,hongkong,en,,12,True,False
