provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
Google,The phone call got interrupted due to unknown reasons.,2,0,fourties,male,australia,en,,9,FALSE,TRUE,common_voice_en_15734626.mp3,the phone call got interrupted due to unknown reasons,0.933360815
Google,"He played Legion baseball in Oxford, Pennsylvania.",2,0,teens,other,australia,en,,7,FALSE,TRUE,common_voice_en_20357673.mp3,can you play Legion Baseball in Oxford Pennsylvania,0.8083781
Google,"The band also played for Aitken on his single, ""Rudi Got Married"".",2,1,twenties,female,australia,en,,12,FALSE,TRUE,common_voice_en_22319685.mp3,there is a place for ice cream and it's single greedy but married,0.838949084
Google,"Ecco's name was suggested by Halpern's initial backer, ketchup heiress Drue Heinz.",2,0,seventies,female,australia,en,,12,FALSE,TRUE,common_voice_en_19794290.mp3,I thought his name was suggested by helping initial backup catch up Eris Drew Hines,0.739914477
Google,"For this, he was named a Disney Legend.",2,0,teens,other,australia,en,,8,FALSE,TRUE,common_voice_en_19018878.mp3,the list he was named Disney Legend,0.76345408
Google,The Monday to Friday off-peak service is two trains per hour each way.,2,0,teens,other,australia,en,,13,FALSE,TRUE,common_voice_en_19081425.mp3,the Monday to Friday of Pizza vs two trains per hour each way,0.90861553
Google,Will you marry me?,2,0,thirties,male,australia,en,,4,FALSE,TRUE,common_voice_en_17277871.mp3,will you marry me,0.985924006
Google,Roberts Media is wholly owned by veteran broadcaster Larry Roberts.,2,0,twenties,male,australia,en,,10,FALSE,TRUE,common_voice_en_21636854.mp3,Roberts media is wholly owned by veteran broadcaster Larry Roberts,0.920537353
Google,Can maths explain everything?,2,0,teens,other,australia,en,,4,FALSE,TRUE,common_voice_en_18458792.mp3,can math explain everything,0.927424431
Google,"I didn't find the blow-dryer, so I just used the vacuum-cleaner.",2,1,fourties,female,australia,en,,11,FALSE,TRUE,common_voice_en_212902.mp3,I didn't find the blow dryer so I just use the vacuum cleaner,0.858435094
Google,Dwelly was nonetheless eager to express his gratitude to those who assisted him.,2,0,thirties,other,australia,en,,13,FALSE,TRUE,common_voice_en_22777441.mp3,well he was none the less eager to express his gratitude to those who assisted him,0.979477525
Google,The stadium has since been heavily damaged by looters.,2,0,teens,other,australia,en,,9,FALSE,TRUE,common_voice_en_19429298.mp3,the stadium has since been heavily damaged by Lugia's,0.923523366
Google,"In the early history of Islam, Hanafi doctrine was not fully compiled.",2,0,twenties,female,australia,en,,12,FALSE,TRUE,common_voice_en_23733153.mp3,and the other history of everyone,0.972006142
Google,I think a sequential model can solve this problem.,2,0,fourties,male,australia,en,,9,FALSE,TRUE,common_voice_en_18460263.mp3,I think a sequential now model can solve this problem,0.941996396
Google,"During the early period of Ottoman rule, Berat fell into severe decline.",2,0,fifties,male,australia,en,,12,FALSE,TRUE,common_voice_en_21799750.mp3,during the early. Of Ottoman rule fell into severe decline,0.89974612
Google,Did you hear anything?,2,0,teens,other,australia,en,,4,FALSE,TRUE,common_voice_en_17290524.mp3,did you hear anything,0.983250141
Google,All seven seasons are also currently available through a Canadian subscription to Netflix.,2,1,teens,other,australia,en,,13,FALSE,TRUE,common_voice_en_21692099.mp3,all 7 seasons are also currently available through Canadian subscription to Netflix,0.936157644
Google,It is located in a valley in Pok Fu Lam.,2,0,twenties,male,australia,en,,10,FALSE,TRUE,common_voice_en_20282479.mp3,just located in Italian,0.875254154
Google,"Esther Deans wrote the books ""No-Dig Gardening"" and ""Leaves of Life"".",2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_20013431.mp3,I saw James read the book snow day Connie,0.712311745
Google,Have you ever been to Singapore?,2,0,fourties,male,australia,en,,6,FALSE,TRUE,common_voice_en_17260185.mp3,have you ever been to Singapore,0.97933358
Google,The story is written with extraordinary language and a brilliant style.,2,0,fifties,male,australia,en,,11,FALSE,TRUE,common_voice_en_21595337.mp3,the story is written with extraordinary language and a brilliant Style,0.907157362
Google,He was my brother.,2,0,thirties,male,australia,en,,4,FALSE,TRUE,common_voice_en_216435.mp3,he was my brother,0.987629056
Google,It has a cascading effect.,2,0,fourties,male,australia,en,,5,FALSE,TRUE,common_voice_en_18536557.mp3,it says Academy effect,0.692698002
Google,"However, ‘jurymen’ would have done just as well.",2,0,fourties,male,australia,en,,8,FALSE,TRUE,common_voice_en_18543164.mp3,however Jordan men would have done just as well,0.87759614
Google,"But the title is also a rather obscure nod to The Beatles' ""Revolver"".",2,1,teens,other,australia,en,,13,FALSE,TRUE,common_voice_en_19206647.mp3,what's the titles of the brothers doing on to the Beatles revolver,0.756787717
Google,"For a left-handed percussionist, the legs and hands are switched.",2,0,twenties,male,australia,en,,10,FALSE,TRUE,common_voice_en_18979043.mp3,for left-handed because she missed the legs and hands are switched,0.873316765
Google,"Soon after this ""rediscovery,"" Boubacar's wife died during childbirth.",2,0,seventies,male,australia,en,,9,FALSE,TRUE,common_voice_en_18986688.mp3,scene after this rediscovery has wife died during childbirth,0.82331872
Google,Did you rewind the cassette?,2,0,thirties,male,australia,en,,5,FALSE,TRUE,common_voice_en_17249486.mp3,did you rewind the cassette,0.971529126
Google,"He secured the support of Arnaud Montebourg, who placed third, soon thereafter.",2,0,twenties,male,australia,en,,12,FALSE,TRUE,common_voice_en_18979234.mp3,he secured the support of Honor multiple soon thereafter,0.953174293
Google,George was the Chairman of the Society of Black Engineers' Publications Committee.,2,0,twenties,male,australia,en,,12,FALSE,TRUE,common_voice_en_19388558.mp3,George was a chairman of the Society of black Engineers Publications committee,0.933738768
Google,Over three-quarters of these deaths occurred in sub-Saharan Africa.,2,0,thirties,male,australia,en,,9,FALSE,TRUE,common_voice_en_23382844.mp3,over three-quarters of these death occurred in sub-Saharan Africa,0.713394284
Google,My daughter is hoping to volunteer at a nature reserve.,2,0,teens,other,australia,en,,10,FALSE,TRUE,common_voice_en_18455743.mp3,my daughter is hoping to volunteer at a nature preserve,0.881655872
Google,Murrysville is within the Franklin Regional School District.,2,0,teens,other,australia,en,,8,FALSE,TRUE,common_voice_en_20365739.mp3,Murrysville is within the Franklin Regional School District,0.890047491
Google,There are many variants of the puzzle.,2,0,twenties,male,australia,en,,7,FALSE,TRUE,common_voice_en_21337950.mp3,there are many variants of the puzzle,0.982768714
Google,"The unusual strategy worked, and the Yellow Jackets upset Notre Dame.",2,0,twenties,male,australia,en,,11,FALSE,TRUE,common_voice_en_19871724.mp3,the unusual strategy worked and the yellow jackets upset Notre Dame,0.881491423
Google,It is named for the Portuguese explorer Vasco da Gama.,2,0,twenties,female,australia,en,,10,FALSE,TRUE,common_voice_en_22278592.mp3,it is named for the Portuguese explorer,0.914721966
Google,"The skeleton comes magically to life and becomes Terrybubble, a live dinosaur skeleton.",2,0,teens,male,australia,en,,13,FALSE,TRUE,common_voice_en_22069033.mp3,does Hilton cosmetically to life and becomes a terrible a live dinosaur skeleton,0.803834796
Google,"Back to our original plan, I think.",2,0,fourties,male,australia,en,,7,FALSE,TRUE,common_voice_en_17746452.mp3,back to our original plan.,0.817587972
Google,Trockel is notable for her work as a conceptual artist.,2,1,teens,other,australia,en,,10,FALSE,TRUE,common_voice_en_20957061.mp3,Chuckles Edibles for her walking the conceptual artist,0.919905365
Google,LaRue refused to testify against Nixon or any other Watergate figure.,2,0,sixties,male,australia,en,,11,FALSE,TRUE,common_voice_en_20220400.mp3,Library refused to testify against Nixon or any other Watergate figure,0.883072674
Google,The local council looks after municipal needs.,2,0,sixties,male,australia,en,,7,FALSE,TRUE,common_voice_en_18618683.mp3,the local Council,0.878377736
Google,The mother sat in the courtroom.,2,0,fourties,male,australia,en,,6,FALSE,TRUE,common_voice_en_15903317.mp3,the mattress set in the courtroom,0.879863322
Google,The young girl introduces herself as Laureline and offers to act as his guide.,2,1,teens,other,australia,en,,14,FALSE,TRUE,common_voice_en_20303621.mp3,Bianca introduces himself as Lord lean and office to access his died,0.796444476
Google,"Counsell was born in South Bend, Indiana.",2,0,teens,male,australia,en,,7,FALSE,TRUE,common_voice_en_22066401.mp3,Council was born in South Bend Indiana,0.850112498
Google,"I wanted the doll, but the auction became too expensive.",2,0,fourties,male,australia,en,,10,FALSE,TRUE,common_voice_en_17250847.mp3,what is the doll that the auction became too expensive,0.962326825
Google,Almost every asset class is managed both internally and externally.,2,0,fifties,female,australia,en,,10,FALSE,TRUE,common_voice_en_19607900.mp3,almost every asset class is managed both internally and externally,0.971974254
Google,Legs hairy with spurs absent on tibia.,2,0,teens,other,australia,en,,7,FALSE,TRUE,common_voice_en_19743064.mp3,Lex Harry Whispers absent on tibia,0.795065165
Google,"Early on, it was a major opponent of a perceived ""Americanizing"" of the Church.",2,0,teens,other,australia,en,,14,FALSE,TRUE,common_voice_en_20424049.mp3,Ileana was Meja apartment of a perceived americanizing of the chips,0.790629029
Google,The first Baron also represented Tamworth in Parliament as a Conservative.,2,1,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_18783262.mp3,the dressbarn most represented,0.78460145
Google,The corrections divisions has its offices in Gibson Hall.,2,0,twenties,male,australia,en,,9,FALSE,TRUE,common_voice_en_21670025.mp3,the corrections divisions has its offices in Gibson hole,0.862801254
Google,"Cable was born in New Milford, Connecticut, where his father was a farmer.",2,0,twenties,female,australia,en,,13,FALSE,TRUE,common_voice_en_22292203.mp3,Halo this morning New Milford Connecticut when his father was a farmer,0.887543976
Google,"He was expelled from the latter for ""gross, studied and sustained insolence"".",2,0,fourties,male,australia,en,,12,FALSE,TRUE,common_voice_en_22299614.mp3,he was expelled from the last half of gross studied and sustained insolence,0.968537867
Google,The men were terrified at his sorcery.,3,0,fifties,male,australia,en,,7,FALSE,TRUE,common_voice_en_111714.mp3,the men with terrified at is sorcery,0.806314409
Google,A unique feature of this pistol model is the unloading device.,2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_21754122.mp3,a unique feature of this pistol model is the underlying device,0.907627463
Google,I saw a Ford Focus for sale.,2,0,teens,other,australia,en,,7,FALSE,TRUE,common_voice_en_18658046.mp3,I saw a Ford Focus for sale,0.987628996
Google,"In China, he passed the civil-service examination.",2,0,fourties,male,australia,en,,7,FALSE,TRUE,common_voice_en_22299708.mp3,in China he passed the Civil Service examination,0.919299841
Google,Some examples of the music played for the dancers have survived.,2,0,fifties,female,australia,en,,11,FALSE,TRUE,common_voice_en_19596026.mp3,some examples of the music place for the dancers have survived,0.898917913
Google,I looked in the mirror.,2,0,fourties,male,australia,en,,5,FALSE,TRUE,common_voice_en_18497173.mp3,I looked in the mirror,0.90310061
Google,"During winters, gauchos wore heavy wool ponchos to protect against cold.",2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_20393273.mp3,during winter heavy wool cold,0.691697836
Google,Several prostaglandin E synthases have been identified.,2,0,thirties,male,canada,en,,7,FALSE,TRUE,common_voice_en_18893760.mp3,several prostaglandin E2 synthesis have been identified,0.839219153
Google,I wonder what's eating that old money grubbing buzzard anyway?,3,0,sixties,female,canada,en,,10,FALSE,TRUE,common_voice_en_143601.mp3,I wonder what's eating that old money-grubbing Buzzard anyway,0.964586258
Google,Mongolians traditionally were afraid of misfortunes and believe in good and bad omens.,2,0,teens,male,canada,en,,13,FALSE,TRUE,common_voice_en_19687856.mp3,Mongolians traditionally were afraid of misfortunes and believes in good and bad Omens,0.902045131
Google,At the northwestern periphery of the town the drift consists of recently blown sand.,2,0,fourties,male,canada,en,,14,FALSE,TRUE,common_voice_en_19959908.mp3,at the Northwestern periphery of the town of the drift consists of recently loans,0.849700749
Google,"He was buried at Oak Hill Cemetery in his hometown of Jasper, Alabama.",2,1,teens,male,canada,en,,13,FALSE,TRUE,common_voice_en_19610290.mp3,is buried at Oak Hill Cemetery in his hometown of Jasper Alabama,0.940180779
Google,"He enjoyed sailing, owning two boats at Salcombe in Devon.",2,0,thirties,male,canada,en,,10,FALSE,TRUE,common_voice_en_20114610.mp3,enjoyed sailing owning two boats at Cellcom in Devon,0.921267509
Google,Cox continued Frazier's policies and made few administrative changes.,2,0,teens,male,canada,en,,9,FALSE,TRUE,common_voice_en_22000544.mp3,talks continued Frazier's policies and made a few administrative changes,0.939564049
Google,"For example, Colombia, Chile, Argentina and Venezuela.",2,0,twenties,male,canada,en,,7,FALSE,TRUE,common_voice_en_17261756.mp3,for example Colombia Chile Argentina and Venezuela,0.97604841
Google,It is predicted to increase in a stable growth rate in the coming years.,2,0,teens,male,canada,en,,14,FALSE,TRUE,common_voice_en_19079890.mp3,it is predicted to increase in a stable growth rate in the coming years,0.969164014
Google,"Oh, behave!.",2,0,teens,male,canada,en,,2,FALSE,TRUE,common_voice_en_18667644.mp3,oh behave,0.97268641
Google,"It was so good of her, and so encouraging to me!",2,0,twenties,male,canada,en,,11,FALSE,TRUE,common_voice_en_18607551.mp3,it was so good of her and so encouraging to me,0.963331819
Google,A total of six games were released in J-Cart format.,2,0,twenties,male,canada,en,,10,FALSE,TRUE,common_voice_en_21453189.mp3,I told roll of six games were released in Jay card format,0.829926252
Google,"At the time, many units served as both ambulances and funeral vehicles, called combinations.",2,1,fifties,female,canada,en,,14,FALSE,TRUE,common_voice_en_19703082.mp3,at the time many unit served as both ambulances and funeral Vehicles combinations,0.920887947
Google,He also invented many other related inventions.,2,1,fifties,male,canada,en,,7,FALSE,TRUE,common_voice_en_20113858.mp3,he also invented many holes are related inventions,0.94716692
Google,We didn't steal it.,2,0,fifties,male,canada,en,,4,FALSE,TRUE,common_voice_en_185403.mp3,we didn't steal it,0.987629056
Google,It was also the last album released by James William Guercio's Caribou Records.,2,0,twenties,male,canada,en,,13,FALSE,TRUE,common_voice_en_20835064.mp3,results of the last album released by James William Garcia's Caribou records,0.89425534
Google,"The album was recorded at Randy's in Kingston, Jamaica.",2,0,twenties,male,canada,en,,9,FALSE,TRUE,common_voice_en_19533514.mp3,the album was recorded Brandy's in Kingston Jamaica,0.881461859
Google,It simulates an open-sided safari ride through the savanna of East Africa.,2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_20271420.mp3,it's really fair open started the fire ride truth to Savannah of East Africa,0.855472505
Google,Both families had only ocular features.,2,0,twenties,female,canada,en,,6,FALSE,TRUE,common_voice_en_20482206.mp3,those families had only orkila features,0.852381766
Google,The increase in incarceration led to prison overcrowding.,2,0,fourties,male,canada,en,,8,FALSE,TRUE,common_voice_en_18842190.mp3,the increase in incarceration led to prison overcrowding,0.936270237
Google,I think they perceived that nothing was to be done at the moment.,5,0,fifties,female,canada,en,,13,FALSE,TRUE,common_voice_en_101064.mp3,I think they perceive that nothing was to be done at the moment,0.931571126
Google,They are nicknamed 'Constitution' or 'The Constitutes'.,2,0,twenties,male,canada,en,,7,FALSE,TRUE,common_voice_en_21090921.mp3,their nickname Constitution or the constitutes,0.916464627
Google,"Despite these divergences in opinions, people can agree on some common views.",2,1,thirties,male,canada,en,,12,FALSE,TRUE,common_voice_en_18645755.mp3,despite these divergences and opinions,0.913329482
Google,What's in it for me?,2,0,fourties,female,canada,en,,5,FALSE,TRUE,common_voice_en_17428767.mp3,what's in it for me,0.987629056
Google,The southern part of the county drains into the Canadian River.,3,0,twenties,male,canada,en,,11,FALSE,TRUE,common_voice_en_22469350.mp3,the southern part of the county drains into the Canadian river,0.977117777
Google,The gate attendant simply scans the code displayed on the phone.,2,0,fifties,male,canada,en,,11,FALSE,TRUE,common_voice_en_21758325.mp3,the gate attendant simply scans the code displayed on the phone,0.865486681
Google,The Jewel Box cluster is one of the youngest known open clusters.,2,0,twenties,male,canada,en,,12,FALSE,TRUE,common_voice_en_23720119.mp3,the jewel box cluster in one of the youngest known open clusters,0.935443878
Google,"""The Rena Song"" was dedicated to John Petrucci's wife Rena Sands Petrucci.",2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_20212198.mp3,the Renaissance was dedicated to John Petrucci his wife Renaissance Petrucci,0.95065403
Google,Mark Abshire soon joined as the band's original bassist.,2,0,twenties,male,canada,en,,9,FALSE,TRUE,common_voice_en_18880409.mp3,Mark Abshire soon joined as the band's original bassist,0.939076722
Google,He was the center's first paid staff member.,2,0,twenties,male,canada,en,,8,FALSE,TRUE,common_voice_en_18880434.mp3,he was the center's first paid staff member,0.852502465
Google,The urge to write short stories is rare.,2,0,thirties,male,canada,en,,8,FALSE,TRUE,common_voice_en_15733997.mp3,lyrics to read short stories is rare,0.777166367
Google,When are we leaving for the party?,2,0,teens,male,canada,en,,7,FALSE,TRUE,common_voice_en_17909038.mp3,when are we leaving for the party,0.985635877
Google,This battle between companies is defended on both sides.,2,0,thirties,male,canada,en,,9,FALSE,TRUE,common_voice_en_22450047.mp3,this battle between companies is defended on both sides,0.92265141
Google,"Pecock was probably born in Wales and was educated at Oriel College, Oxford.",2,0,twenties,female,canada,en,,13,FALSE,TRUE,common_voice_en_22732064.mp3,petcock was probably born in Wales and educated at Oriel College Oxford,0.814528048
Google,There he begins to discover things for himself and to rebel against his father.,2,0,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_22400377.mp3,very sleepy Joe best things for himself and Tinkerbell against his father,0.76098603
Google,Pet sitters monitor a number of different animals.,3,0,teens,male,canada,en,,8,FALSE,TRUE,common_voice_en_19697120.mp3,pet sitters monitor number of different animals,0.936707199
Google,"""I'm going to guide you across the desert,"" the alchemist said.",3,0,fifties,female,canada,en,,11,FALSE,TRUE,common_voice_en_101107.mp3,I'm going to guide you across the desert The Alchemist said,0.974337757
Google,"In this case, an agency adds a service fee to the net price.",2,0,teens,female,canada,en,,13,FALSE,TRUE,common_voice_en_19996880.mp3,in this case an agency adds a service fee to the net price,0.972505033
Google,The Formoso High School mascot was Formoso Falcons.,2,1,twenties,male,canada,en,,8,FALSE,TRUE,common_voice_en_22093418.mp3,the formoso high school mascot was formoso Falcons,0.973041832
Google,Nabu's cult spread to ancient Egypt.,2,0,twenties,male,canada,en,,6,FALSE,TRUE,common_voice_en_20236100.mp3,nephews called spread to ancient Egypt,0.707758904
Google,The design of the present flag incorporates the elements from the two former flags.,2,0,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_23720198.mp3,the design of the present flag Incorporated the elements from the two former flame,0.893877625
Google,The Baraboo River flows through the city.,2,1,fourties,female,canada,en,,7,FALSE,TRUE,common_voice_en_20238716.mp3,Baraboo river flows through the city,0.984943867
Google,"Generally, the institute opposes tax increases, such as Hawaii's General Excise Tax.",2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_22169758.mp3,generally opposes tax increases Hawaii General excise tax,0.95959878
Google,Smoke poured out of every crack.,2,0,sixties,male,canada,en,,6,FALSE,TRUE,common_voice_en_17147386.mp3,smoke poured out of every crack,0.989145458
Google,Let's go Hiking across France.,2,1,twenties,male,canada,en,,5,FALSE,TRUE,common_voice_en_143209.mp3,I can't cross friends,0.816239357
Google,Most acetic acid is prepared by this method.,2,1,fourties,male,canada,en,,8,FALSE,TRUE,common_voice_en_22169757.mp3,most acetic acid is prepared by this method,0.961291969
Google,"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street.",2,1,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_20501378.mp3,Moore Public commission solid including the statue of James Larkin on Dublin's O'Connell Street,0.922390103
Google,"A comet came within miles of the Earth, it almost obliterated the moon.",2,0,twenties,other,canada,en,,13,FALSE,TRUE,common_voice_en_17265793.mp3,economic came within miles of the earth it's almost a booth they raided the Moon,0.81708461
Google,Burley is a residential area.,2,0,twenties,male,canada,en,,5,FALSE,TRUE,common_voice_en_23797829.mp3,Burley is a residential area,0.936788917
Google,Investigations performed by the police could find no explanation for the phenomenon.,2,0,fifties,female,canada,en,,12,FALSE,TRUE,common_voice_en_19694692.mp3,investigations performed by the police could find no explanation for the phenomenon,0.977864265
Google,"Darling, could you grab me some throat candy down at the local chemist?",2,0,fifties,male,canada,en,,13,FALSE,TRUE,common_voice_en_17261288.mp3,darling could you grab me some throat candy down at the local chemist,0.967748582
Google,"Why doesn't he do it, why isn't he doing it?",2,0,thirties,male,canada,en,,10,FALSE,TRUE,common_voice_en_20847440.mp3,why doesn't he do it why isn't he doing it,0.967014611
Google,Acute uric acid nephropathy is associated with little or no urine output.,2,0,sixties,male,canada,en,,12,FALSE,TRUE,common_voice_en_19669556.mp3,acute uric acid nephropathy is associated with little or no urine output,0.988659918
Google,I learnt so much from them and made some great friends.,2,0,teens,female,england,en,,11,FALSE,TRUE,common_voice_en_20872057.mp3,alarm sandwich from them and made some great friends,0.855893314
Google,Actions of the President must be approved by the Commission.,3,0,fifties,male,england,en,,10,FALSE,TRUE,common_voice_en_19677873.mp3,actions of the president must be approved by the commission,0.982727528
Google,"""Bodhi"" means ""awakening"" or ""enlightenment"".",2,0,twenties,male,england,en,,5,FALSE,TRUE,common_voice_en_19612307.mp3,38 means Awakening enlightenment,0.848270476
Google,"For passing the general bridge, you had to pay.",2,0,thirties,male,england,en,,9,FALSE,TRUE,common_voice_en_17728045.mp3,,0
Google,Did you really think it through?,2,0,sixties,male,england,en,,6,FALSE,TRUE,common_voice_en_17401437.mp3,do you really think it through,0.824656248
Google,Beach parking is subject to Sauvie Island Wildlife Area parking permits.,2,0,twenties,male,england,en,,11,FALSE,TRUE,common_voice_en_19061389.mp3,Beach parking is subject to Sauvie Island Wildlife Area parking permits,0.980578005
Google,"Is that a translation, or merely a transliteration?",2,0,thirties,male,england,en,,8,FALSE,TRUE,common_voice_en_18400466.mp3,is that a translation or merely a transliteration,0.85720557
Google,"The C++ framework Qt is pronounced like ""cute"".",2,0,teens,male,england,en,,8,FALSE,TRUE,common_voice_en_17266880.mp3,C plus plus framework QT is pronounced like cute,0.876572549
Google,Godzilla smashes a tower that has a self-destruct button that makes the island unstable.,2,0,thirties,female,england,en,,14,FALSE,TRUE,common_voice_en_20726398.mp3,Godzilla smashes the tower that has a self-destruct button that makes the island unstable,0.939514637
Google,It is no use crying over spilt milk.,2,0,fourties,male,england,en,,8,FALSE,TRUE,common_voice_en_17830225.mp3,it's no use crying over spilled milk,0.951310992
Google,"Neron offers, as he has to many supervillains before, to augment Shade's power.",2,0,twenties,male,england,en,,13,FALSE,TRUE,common_voice_en_18810142.mp3,newer numbers as he has too many supervisors before to augment raid power,0.858146012
Google,"The second of nine children, both of his parents were practicing Catholics.",3,0,thirties,female,england,en,,12,FALSE,TRUE,common_voice_en_18774563.mp3,the second of nine children both of his parents were practicing Catholic,0.935415983
Google,"Liturgically, the church accepts the creeds of the Evangelical Lutheran church.",2,0,thirties,female,england,en,,11,FALSE,TRUE,common_voice_en_23794157.mp3,Latasha play the church accepts the queens of the Evangelical Lutheran Church,0.77799505
Google,"It initially consisted of the county of Northumberland, excluding the township of Monaghan South.",2,0,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_19840580.mp3,it initially consisted of the country are no funds billion excluding the song Shape of when I can sell,0.822163761
Google,This lamp is quite nice.,2,0,thirties,male,england,en,,5,FALSE,TRUE,common_voice_en_18133815.mp3,this lamp is quite nice,0.938676953
Google,More recently each of these groups tends to be treated as a separate subclass.,2,0,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_23378504.mp3,more recently each of these groups tends to be treated as a separate subclass,0.953125179
Google,A brown leather bag hung from its strap.,2,0,thirties,male,england,en,,8,FALSE,TRUE,common_voice_en_17245817.mp3,Brown lizard bag and front strap,0.910621107
Google,"Artist Vik Muniz used skywriting for his ""cloud cloud"" project.",2,0,twenties,male,england,en,,10,FALSE,TRUE,common_voice_en_19624455.mp3,artistic Moon is huge guy dressing for his cloud cloud project,0.805892766
Google,They were on the right track.,2,1,sixties,female,england,en,,6,FALSE,TRUE,common_voice_en_153674.mp3,they were on the right track,0.950484991
Google,"One particularly rigorous aspect of studio classes is the ""critique"" or ""review.",2,0,twenties,male,england,en,,12,FALSE,TRUE,common_voice_en_19646795.mp3,one particularly rigorous aspects of Studio classes is to critique or review,0.920195878
Google,I arose obediently and went down the beach.,2,0,fourties,male,england,en,,8,FALSE,TRUE,common_voice_en_18414452.mp3,I arose obediently and went down the beach,0.930330276
Google,This was later adapted by the Army.,2,1,,other,england,en,,7,FALSE,TRUE,common_voice_en_18945564.mp3,This was later adopted by the army,0.822529912
Google,He was later expelled by the Sarawak government due to failure to repay debt.,2,1,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_23354713.mp3,it was later expelled by the Sarawak government due to failure to repay debt,0.886433184
Google,"In quantum mechanics, the Fubini-Study metric is also known as the Bures metric.",2,0,twenties,male,england,en,,13,FALSE,TRUE,common_voice_en_23660440.mp3,quantum mechanics the puppini study metric is also known as the Brewers metric,0.823621035
Google,There is no wheelchair access to the platform.,2,0,twenties,female,england,en,,8,FALSE,TRUE,common_voice_en_20149531.mp3,there is no wheelchair access to the platform,0.961118996
Google,I have no time to waste.,2,0,twenties,male,england,en,,6,FALSE,TRUE,common_voice_en_18606573.mp3,I have no time to waste,0.928234279
