provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
Google,What do you think?,2,0,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_214018.mp3,what do you think,0.982339025
Google,Harrison has since made periodic appearances on a recurring capacity.,2,0,twenties,female,hongkong,en,,10,TRUE,FALSE,common_voice_en_22630060.mp3,Harrison has been made periodic appearances on a recurring capacity,0.918194115
Google,The hottest month is July and the coldest is February.,2,0,thirties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22449628.mp3,the hottest month is July in the coldest it's ever marry,0.893441737
Google,"Operating an engine in this area is known as ""redlining"".",2,1,twenties,female,hongkong,en,,10,TRUE,FALSE,common_voice_en_23239232.mp3,operating the engine in this area is known as redlining,0.970507145
Google,While the cats away the mice play.,2,1,fourties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17782213.mp3,while the cat's away the mice play,0.955782413
Google,"The man looked up from his book and, noticing nothing newsworthy, returned his gaze to the page and continued reading.",2,0,fourties,male,hongkong,en,,20,TRUE,FALSE,common_voice_en_17776745.mp3,the man looked up from his book and noticing nothing newsworthy return his gaze to the page and continue reading,0.836934745
Google,Let's go to something!,2,1,thirties,female,hongkong,en,,4,TRUE,FALSE,common_voice_en_20751487.mp3,go to something,0.910769761
Google,Do as I say not as I do.,2,1,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17816539.mp3,do-as-i-say-not-as-i-do,0.987629056
Google,I need ten dollars.,2,0,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17620.mp3,dollars,0.954503894
Google,The nearest airfield is Bluefields Airport.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22248809.mp3,the nearest airfield Airport,0.675536513
Google,To take a drop too much.,2,0,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17782890.mp3,take a drop too much,0.967158318
Google,That's got nothing to do with it!,3,0,thirties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17618.mp3,that's got nothing to do with it,0.965045333
Google,It can be relieved by moving stock into shade.,2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22423375.mp3,it can be relieved by moving stock into shade,0.94530648
Google,The album was inspired by his divorce from his ex-wife.,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22248762.mp3,the album was inspired by his divorce from his ex-wife,0.976118565
Google,They are not oppressed to the stem.,2,1,twenties,female,hongkong,en,,7,TRUE,FALSE,common_voice_en_22979095.mp3,do you know of Crest to the scene,0.67090106
Google,The Kagawong River consists of two parts.,2,0,,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_22913020.mp3,the caca one week bro consists of two parts,0.594734907
Google,The Connecticut Wits eventually followed their interests in divergent directions.,2,1,,,hongkong,en,,10,TRUE,FALSE,common_voice_en_22445754.mp3,interested,0.801546454
Google,"Such individuals may be detained indefinitely in ""ankang"" centres.",2,0,twenties,female,hongkong,en,,9,TRUE,FALSE,common_voice_en_22940328.mp3,such individuals may be detained indefinitely in on Town centers,0.956037343
Google,Least Heat-Moon has Osage and European-American ancestry.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_21786276.mp3,least heat-moon sausage and European American ancestry,0.927789211
Google,"The industries most commonly affected are banking, manufacturing, and government.",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22248779.mp3,the industry's most commonly affected a banking manufacturing & Kaufman,0.85544312
Google,The pirates seized the crew of the lost ship.,2,0,fourties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17799162.mp3,Papyrus sees the crew of Battleship,0.892622948
Google,My hamster turned my homework into bedding.,3,0,thirties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17733.mp3,my hamster turned my homework into bedding,0.977225304
Google,"He mashed in the controller buttons, hoping for some extra speed.",3,1,thirties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17709.mp3,he mastered in the controller buttons hoping for some extra speed,0.902497709
Google,They're on their way.,2,1,thirties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17610.mp3,they're on their way,0.946773887
Google,The lure is used to catch trout and flounder.,2,0,fourties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17787381.mp3,Dolores used to catch trout and Flounder,0.919847906
Google,Rabbit remains unswayed and returns home.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22248403.mp3,rabbit we may stand Sway and returns home,0.679606855
Google,He affiliated himself with the Free Soil Party and was later a Republican.,2,0,twenties,female,hongkong,en,,13,TRUE,FALSE,common_voice_en_22630030.mp3,he Affiliated himself with the Free-Soil Party and was later a Republican,0.962535083
Google,Did you know that Nikola was going to join us?,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_17264418.mp3,did you know that Nicola was going to join us,0.938067794
Google,The swan dive was far short of perfect.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17776698.mp3,Swan Dive was fall short of perfect,0.881219864
Google,"This however, was his only attempt at Formula One.",2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22248513.mp3,this however what is only attempt at Formula 1,0.795045376
Google,"Low-rate production would lead to type-classification, resulting in removing the ""X"" from its designation.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_22248431.mp3,low-wage potassium would lead to type of classification resulting in removing assassination,0.88463968
Google,The restoration also addressed decorative and environmental improvements to the building.,2,0,teens,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22224664.mp3,every story should also attract decorative and environmental improvements to the Buddha,0.923831284
Google,"All songs written by Peter Buck, Mike Mills, and Michael Stipe unless otherwise indicated.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_22400682.mp3,all songs written by Petersburg Mike Mills and microchips spit unless otherwise indicated,0.819835246
Google,The building has been designated by English Heritage as a Grade One listed building.,2,0,twenties,female,hongkong,en,,14,TRUE,FALSE,common_voice_en_22437940.mp3,the building has been decimated by English Heritage s grade one listed building,0.890699327
Google,"He played college football for the University of Florida, and earned All-American honors.",2,1,twenties,male,hongkong,en,,13,TRUE,FALSE,common_voice_en_22377282.mp3,we played flag football for the University of Florida,0.862712443
Google,The demand was scarce.,2,0,twenties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_23383935.mp3,Pokemon will stay good,0.556816101
Google,"In the same year, the United States Army built a telegraph station.",2,0,twenties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22979093.mp3,in the same year to United States Army go to Telegraph station,0.866221011
Google,This is similar to what happens when humans breathe or drink through a straw.,2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_23802590.mp3,this is similar to what happens when humans we eat or drink through a straw,0.953141153
Google,"Historic mills were usually powered by water, wind or horse power.",2,1,twenties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17737894.mp3,historic news where you sweep out the pie Waterway no house power,0.657856524
Google,Every Jack has his Jill.,2,0,twenties,male,hongkong,en,,5,TRUE,FALSE,common_voice_en_17737893.mp3,Happy Jack's have kissed you,0.526216686
Google,She began her career as an economist at the World Bank.,2,0,teens,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_18978482.mp3,she began her career as I ignore Mist as a ward back,0.811061323
Google,He first gained notice as an assistant district attorney in Philadelphia.,2,0,,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22913085.mp3,he first gained notice as an assistant district attorney in Philadelphia,0.972359717
Google,Many retain their original window stickers.,2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_22355865.mp3,98 original window sticker,0.969024003
Google,The medal was worn on the upper right side of the chest.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22423363.mp3,the Matawan on the upper right side of the chest,0.895693958
Google,Almost nothing is known about its characteristics.,2,0,twenties,female,hongkong,en,,7,TRUE,FALSE,common_voice_en_22437967.mp3,almost nothing is known about his characteristics,0.888293266
Google,It shall be done!,2,0,fourties,male,hongkong,en,,4,TRUE,FALSE,common_voice_en_17782881.mp3,it shall be done,0.967297733
Google,But I'm liable to get into a jam.,2,1,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_219324.mp3,but I'm liable to get into a jam,0.987719059
Google,A later letter informs Watanabe that Naoko has killed herself.,3,2,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_23383926.mp3,Olathe that sells informs waterbed that now go has killed herself,0.842063487
Google,It is owned by Concord Bicycle Music.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_21786688.mp3,it is owned by Concord bicycle music,0.970329106
Google,I have a headache and a sore throat.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17776605.mp3,I have a headache and a sore throat,0.987628996
Google,Regional municipalities are found only in Southern Ontario.,2,1,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_21786544.mp3,Legion of municipalities are only found in Southern Ontario,0.932379842
Google,"In a cinematic rope-down maneuver, the special forces overwhelmed the criminals.",2,0,fourties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17787324.mp3,Anna cinematic rubdown maneuver the Special Forces overwhelmed the criminals,0.857478738
Google,The game is set in the world of Vikings and Norse mythology.,2,1,thirties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22449613.mp3,the game is set in the world of Vikings in North mythology,0.98384279
Google,"Six days later, the station reopened with a temporary building.",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22257618.mp3,6 days later the station reopened a temporary building,0.880607367
Google,The greater number of strings offers almost endless possibilities.,2,0,,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22913432.mp3,the greater number of strings offers almost endless possibilities,0.953961611
Google,Saint Moling founded a monastery on the River Barrow.,2,1,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22248807.mp3,thank you morning found a monastery on the reefer power,0.856381059
Google,"Two seasons later, a second-placed finish saw them promoted back to the Premier Division.",2,0,twenties,female,hongkong,en,,14,TRUE,FALSE,common_voice_en_22967845.mp3,two seasons later a second-place finish Sergeant promoted back to the Premier Division,0.879147828
Google,The Pistons traded Hill to Orlando for Chucky Atkins and Ben Wallace.,2,0,twenties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22940330.mp3,the Pistons traded Hill to Orlando for Chucky Atkins and Ben Wallace,0.950343609
Google,"Morris was born in Radcliffe, Lancashire.",2,0,twenties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_21786746.mp3,Morris was born in Radcliffe Lancashire,0.876008749
Google,It is the only major A-road in Australia that is partially unsealed.,2,0,,,hongkong,en,,12,TRUE,FALSE,common_voice_en_22445694.mp3,what is the only measure a road in Australia,0.79971832
Google,The public market is in the area.,2,1,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_23592781.mp3,the public market is in the area,0.906308234
Google,"As a result, conventional military strategies often demand possession of high ground.",2,0,thirties,female,hongkong,en,,12,TRUE,FALSE,common_voice_en_22332460.mp3,as a result conventional military strategies of the demonic possession of high ground,0.901803613
Google,A number of people have hailed from Nyeri County.,2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_21786168.mp3,a number of people of held from Niagara County,0.834577799
Google,It can loosely be defined as the inverse of the reaction rate.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_22423376.mp3,you can do CPT find a nasty in purse of the reaction rate,0.786852539
Google,Once you get familiar with it you will want to use it for everything.,3,0,thirties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_17567.mp3,what's get familiar with that you will want to use it for everything,0.859454691
Google,I'm always up before the sun has risen.,2,0,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_18441986.mp3,I'm always up before the sun has blighted,0.955790281
Google,Organisms typically cannot metabolize all types of carbohydrate to yield energy.,2,1,twenties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_22257847.mp3,organisms typically cannot metabolize all types of carbohydrate to you energy,0.929294765
Google,The pods of peas ferment in bare fields.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17853220.mp3,Apostle of Peace Furman in Fairfield,0.741998374
Google,Grasp no more than thy hand will hold.,2,0,fourties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_17816584.mp3,cross no more than die hand with her,0.758546531
Google,We must therefore conclude that he had no such pretensions.,2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22245628.mp3,we must therefore conclude that he had no such pretensions,0.926997662
Google,It has also been asserted that this questions the peer review process.,2,0,twenties,male,hongkong,en,,12,TRUE,FALSE,common_voice_en_21786163.mp3,it has also demonstrated that this question is the peer-review process,0.817773461
Google,You wouldn't mind living in the nicest house in town.,3,0,thirties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_214005.mp3,it wouldn't mind living in the nicest house in Charmed,0.925323486
Google,Before he gets through tonight he'll ruin us all!,4,2,thirties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_17771.mp3,before he gets through tonight he will ruin us all,0.956867695
Google,"Not just that, I have a feeling I'll be helping you track down your wayward researcher as well.",2,0,fourties,male,hongkong,en,,18,TRUE,FALSE,common_voice_en_17787339.mp3,I'll just that I have a feeling I'll be helping you track down your wayward researcher as well,0.899547338
Google,All cats are grey in the dark.,2,0,fourties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_17799199.mp3,all cats are grey in the dark,0.820044935
Google,"Nowadays, there are hydroelectric power stations in use.",2,1,twenties,male,hongkong,en,,8,TRUE,FALSE,common_voice_en_23786951.mp3,nowadays there are hydroelectric power stations in use,0.942601442
Google,Sarah told him that she was there to see her brother.,2,1,fourties,male,hongkong,en,,11,TRUE,FALSE,common_voice_en_17816540.mp3,Sarah told him that she was there to see her brother,0.916743696
Google,The Ocklawaha Hotel catered to the wealthy.,2,0,twenties,male,hongkong,en,,7,TRUE,FALSE,common_voice_en_23383929.mp3,Okinawa hotel located to the Ralphie,0.869556367
Google,His great-granddaughter Margaret Biddle married Thomas Biddle of the Biddle family of Philadelphia.,2,0,thirties,male,hongkong,en,,13,TRUE,FALSE,common_voice_en_22449599.mp3,"his great-granddaughter Margaret Biddle married, settle the little family of Philadelphia",0.813016951
Google,"Doctor, we have a medical emergency, and we need you at the emergency room now.",2,0,fourties,male,hongkong,en,,15,TRUE,FALSE,common_voice_en_17782884.mp3,doctor we have a medical emergency and we need you at the emergency room now,0.942332685
Google,These sausages are extremely tasty.,2,0,fourties,male,hongkong,en,,5,TRUE,FALSE,common_voice_en_219297.mp3,these sausages are extremely tasty,0.975113392
Google,And I'm going to build things.,3,0,thirties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17693.mp3,and I'm going to view things,0.890701592
Google,"""I started my family from scratch again,"" he said.",2,0,twenties,male,hongkong,en,,9,TRUE,FALSE,common_voice_en_22378001.mp3,I started my family from scratch together is that,0.823198676
Google,"The little girl wanted to have a balloon, but was too shy to ask.",2,0,fourties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_17776695.mp3,a little girl wanted to have a balloon that was too shy to ask,0.931732833
Google,I am supposed to be here.,2,1,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17782223.mp3,I'm supposed to be here,0.987032771
Google,Home is where the heart is.,2,0,fourties,male,hongkong,en,,6,TRUE,FALSE,common_voice_en_17860946.mp3,home is where the heart is,0.978996694
Google,"The site is owned by ""The Chronicle of Higher Education"".",2,0,twenties,male,hongkong,en,,10,TRUE,FALSE,common_voice_en_22245624.mp3,the site is owned by the Conoco of higher education,0.890676141
Google,"Although she is beautiful, she would rather be with the horses than with men.",2,0,twenties,male,hongkong,en,,14,TRUE,FALSE,common_voice_en_23377199.mp3,although she is beautiful she would rather be with the horses than with man,0.877707958
Google,"If there is evidence of failure to disclose, yes, we have a problem.",2,0,twenties,male,indian,en,,13,TRUE,FALSE,common_voice_en_22378145.mp3,your pet is evidence of failure to disclose yes we have a problem,0.893175662
Google,"The sign is normally pronounced ""plus or minus"".",2,0,twenties,female,indian,en,,8,TRUE,FALSE,common_voice_en_18733683.mp3,the sign is nomination ounce plus or minus,0.738544464
Google,Meanwhile Win Chadha also died.,2,0,thirties,male,indian,en,,5,TRUE,FALSE,common_voice_en_19437194.mp3,meanwhile Venture data also died,0.860702336
Google,Where is my dress?,2,0,twenties,male,indian,en,,4,TRUE,FALSE,common_voice_en_17520264.mp3,where is my dress,0.91650182
Google,Benjamin was snacking on strips of bacon.,2,1,teens,female,indian,en,,7,TRUE,FALSE,common_voice_en_155227.mp3,Benjamin was not even strips of bacon,0.844734251
Google,The Quakers have a Meeting House on the Lower Churchtown Road.,2,1,twenties,male,indian,en,,11,TRUE,FALSE,common_voice_en_22292169.mp3,wake up have a meeting house only Nova chat download,0.8535496
Google,Musically we were going to meet each other half way.,2,1,twenties,male,indian,en,,10,TRUE,FALSE,common_voice_en_18733300.mp3,basically we're going to need each other.,0.827453732
Google,Surveys are just like a platform where good and bad estimations are mingled together.,2,0,thirties,female,indian,en,,14,TRUE,FALSE,common_voice_en_21721575.mp3,surveys are just like a platform there good and bad estimations are mingled together,0.909643292
Google,Emory has numerous club sports and a variety of recreational and competitive intramural teams.,2,0,teens,female,indian,en,,14,TRUE,FALSE,common_voice_en_21362374.mp3,Amar'e has you miss club sports and variety of recreational and competitive intramural team,0.853473485
Google,A colour version of the music video was later made available.,2,0,thirties,male,indian,en,,11,TRUE,FALSE,common_voice_en_20735452.mp3,color version of the music video,0.811828077
Google,Emma's going away immediately after tea might give offence.,2,0,twenties,male,indian,en,,9,TRUE,FALSE,common_voice_en_19953596.mp3,do you mind going every immediately after tea might give offense,0.755219221
Google,Valentine sits on the boards of several organisations in the United Kingdom.,2,0,thirties,male,indian,en,,12,TRUE,FALSE,common_voice_en_18946831.mp3,196 on the boards of several organizations in the United Kingdom,0.894528329
Google,She spent almost all night finishing her thesis.,2,0,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_109349.mp3,she spent almost all night finishing her thesis,0.948955953
Google,Gold- and silversmiths as well as copper engraving and lithography flourished.,2,0,fourties,male,indian,en,,11,TRUE,FALSE,common_voice_en_23541654.mp3,gold and silver snakes as well as copper and gravy and a florist,0.798999846
Google,Claudius returned to Rome after the battle to attend to affairs of state.,2,0,twenties,male,indian,en,,13,TRUE,FALSE,common_voice_en_19477209.mp3,Claudius return to Rome after the battle to attend to Affairs of State,0.945415854
Google,"He's a regular and he's connected, but then I expect you knew that much already.",3,0,twenties,male,indian,en,,15,TRUE,FALSE,common_voice_en_17276740.mp3,he's a regular and is connected but then I expect you knew that much already,0.921577334
Google,His career spanned more than fifty years.,2,0,twenties,female,indian,en,,7,TRUE,FALSE,common_voice_en_22447951.mp3,his career spanned more than 50 years,0.944115937
Google,"It was seen early in the morning, rushing over eastward.",3,0,thirties,male,indian,en,,10,TRUE,FALSE,common_voice_en_120091.mp3,April scene early in the morning rushing over Eastwood,0.870012462
Google,"The Amazons were attributed to the Circassians via the root ""maze"".",2,0,twenties,female,indian,en,,11,TRUE,FALSE,common_voice_en_22670212.mp3,Amazon's were attributed the suggestions via the root maze,0.777423143
Google,"""Shining Force"" also possesses an exploration mode that occurs outside of battle.",2,1,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_23627830.mp3,Shining Soul in Exploration mode.,0.862677574
Google,"They are part of the Sawa ethnic groups, those who live on the coast.",2,0,thirties,male,indian,en,,14,TRUE,FALSE,common_voice_en_21476599.mp3,did our part of the Sabah ethnic groups those who live on the coast,0.880076826
Google,It is the biggest telescope in the world.,2,1,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_18666500.mp3,is the biggest telescope in the world,0.975798547
Google,You can pay with both escudos and euros.,2,1,twenties,male,indian,en,,8,TRUE,FALSE,common_voice_en_22312599.mp3,open carry laws in New York,0.842382967
Google,In one match the Gentlemen had eighteen and in two more seventeen.,2,0,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_22772596.mp3,in one match the gentleman had 18 and into more 17,0.89133811
Google,The newspapers demanded democracy.,2,0,twenties,male,indian,en,,4,TRUE,FALSE,common_voice_en_13813670.mp3,the newspapers demanded democracy,0.956553102
Google,We're going to Paris for our honeymoon.,2,0,thirties,male,indian,en,,7,TRUE,FALSE,common_voice_en_18427495.mp3,we're going to Paris for our honeymoon,0.949192643
Google,"The more you read, the better you will be understood.",2,0,teens,male,indian,en,,10,TRUE,FALSE,common_voice_en_17247726.mp3,the more you read the battery will be understood,0.944637537
Google,A walking path surrounds the whole complex.,2,1,twenties,male,indian,en,,7,TRUE,FALSE,common_voice_en_19201294.mp3,are walking parks around Stonewall complex,0.81824857
Google,"Most people using the term ""exponentially"" don't know what it actually means.",2,0,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_17779740.mp3,most people using the thumb exfoliant really don't know what actually means,0.840644836
Google,"Words are, in my not-so-humble opinion, our most inexhaustible source of magic.",2,1,twenties,male,indian,en,,12,TRUE,FALSE,common_voice_en_17392884.mp3,red sore in my not-so-humble opinion,0.944063365
Google,"The couple had one son, Mario.",2,0,twenties,male,indian,en,,6,TRUE,FALSE,common_voice_en_22321100.mp3,the couple had one son Mario,0.453185558
Google,"Alcohol, tobacco, coffee and tea were prohibited, as in many Latter Day Saint denominations.",2,0,twenties,male,indian,en,,14,TRUE,FALSE,common_voice_en_19459011.mp3,Alcohol Tobacco coffee and tea were prohibited as in many Latter Day Saint denominations,0.910735965
Google,I know very well what you're talking about.,2,0,twenties,female,indian,en,,8,TRUE,FALSE,common_voice_en_179975.mp3,I know very well what you talking about,0.946511269
Google,Such brilliant tactical success earned him a permanent place among Korea's most famous leaders.,2,0,twenties,female,indian,en,,14,TRUE,FALSE,common_voice_en_22687296.mp3,such brilliant tactical stocks is around him a prominent Place among Korea's most famous leaders,0.895537257
Google,The engine gave about six horse-power.,2,0,thirties,female,indian,en,,6,TRUE,FALSE,common_voice_en_21764414.mp3,the engine gave about 6 horsepower,0.775835574
Google,"Chespirito owned the rights to ""El Chavo"" and ""El Chapulín Colorado"".",2,1,twenties,male,indian,en,,11,TRUE,FALSE,common_voice_en_18685062.mp3,despedido on the rights to El Chavo and El chapulin Colorado,0.804156542
