provider,sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,jobName,transcript
Amazon,I think a sequential model can solve this problem.,2,0,fourties,male,australia,en,,9,FALSE,TRUE,common_voice_en_18460263.mp3,I think as a conventional model can solve this problem.
Amazon,"During the early period of Ottoman rule, Berat fell into severe decline.",2,0,fifties,male,australia,en,,12,FALSE,TRUE,common_voice_en_21799750.mp3,"During the early period of Ottoman rule, Borat fell into severe decline."
Amazon,Did you hear anything?,2,0,teens,other,australia,en,,4,FALSE,TRUE,common_voice_en_17290524.mp3,Did you hear anything?
Amazon,All seven seasons are also currently available through a Canadian subscription to Netflix.,2,1,teens,other,australia,en,,13,FALSE,TRUE,common_voice_en_21692099.mp3,All seven seasons are also currently available through Canadian subscription to Netflix.
Amazon,It is located in a valley in Pok Fu Lam.,2,0,twenties,male,australia,en,,10,FALSE,TRUE,common_voice_en_20282479.mp3,"Okay, it is located in a valley in Poland."
Amazon,"Esther Deans wrote the books ""No-Dig Gardening"" and ""Leaves of Life"".",2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_20013431.mp3,A Sardines wrote the books no dig gardening and leaves of life.
Amazon,Have you ever been to Singapore?,2,0,fourties,male,australia,en,,6,FALSE,TRUE,common_voice_en_17260185.mp3,Have you ever been to Singapore?
Amazon,The story is written with extraordinary language and a brilliant style.,2,0,fifties,male,australia,en,,11,FALSE,TRUE,common_voice_en_21595337.mp3,The story is written with extraordinary language and a brilliant style.
Amazon,He was my brother.,2,0,thirties,male,australia,en,,4,FALSE,TRUE,common_voice_en_216435.mp3,He was my brother.
Amazon,It has a cascading effect.,2,0,fourties,male,australia,en,,5,FALSE,TRUE,common_voice_en_18536557.mp3,It has a cascading effect.
Amazon,"However, ‘jurymen’ would have done just as well.",2,0,fourties,male,australia,en,,8,FALSE,TRUE,common_voice_en_18543164.mp3,"However, Jury men would have done just as well."
Amazon,"But the title is also a rather obscure nod to The Beatles' ""Revolver"".",2,1,teens,other,australia,en,,13,FALSE,TRUE,common_voice_en_19206647.mp3,"Yeah, but the titles also rather obscure not to the Beatles revolver."
Amazon,"For a left-handed percussionist, the legs and hands are switched.",2,0,twenties,male,australia,en,,10,FALSE,TRUE,common_voice_en_18979043.mp3,"For a left handed percussionist, the legs and hands are switched."
Amazon,"Soon after this ""rediscovery,"" Boubacar's wife died during childbirth.",2,0,seventies,male,australia,en,,9,FALSE,TRUE,common_voice_en_18986688.mp3,"Soon after this rediscovery boubacar, his wife died during childbirth okay?"
Amazon,Did you rewind the cassette?,2,0,thirties,male,australia,en,,5,FALSE,TRUE,common_voice_en_17249486.mp3,Did you rewind the cassette?
Amazon,"He secured the support of Arnaud Montebourg, who placed third, soon thereafter.",2,0,twenties,male,australia,en,,12,FALSE,TRUE,common_voice_en_18979234.mp3,"He secured the support of Honor Montebello, who plays good soon thereafter."
Amazon,George was the Chairman of the Society of Black Engineers' Publications Committee.,2,0,twenties,male,australia,en,,12,FALSE,TRUE,common_voice_en_19388558.mp3,George was the Chairman of the Society of Black Engineers Publications Committee.
Amazon,Over three-quarters of these deaths occurred in sub-Saharan Africa.,2,0,thirties,male,australia,en,,9,FALSE,TRUE,common_voice_en_23382844.mp3,Over three quarters of these death occurred in sub Saharan africa.
Amazon,My daughter is hoping to volunteer at a nature reserve.,2,0,teens,other,australia,en,,10,FALSE,TRUE,common_voice_en_18455743.mp3,My daughter is hoping to volunteer the nature reserve.
Amazon,Murrysville is within the Franklin Regional School District.,2,0,teens,other,australia,en,,8,FALSE,TRUE,common_voice_en_20365739.mp3,Murrysville is within the Franklin Regional School District.
Amazon,There are many variants of the puzzle.,2,0,twenties,male,australia,en,,7,FALSE,TRUE,common_voice_en_21337950.mp3,There are many variants of the puzzle.
Amazon,"The unusual strategy worked, and the Yellow Jackets upset Notre Dame.",2,0,twenties,male,australia,en,,11,FALSE,TRUE,common_voice_en_19871724.mp3,The unusual strategy worked and the yellowjackets upset Notre Dam.
Amazon,It is named for the Portuguese explorer Vasco da Gama.,2,0,twenties,female,australia,en,,10,FALSE,TRUE,common_voice_en_22278592.mp3,Mhm It is named for the Portuguese explorer Vasco da Gama.
Amazon,"The skeleton comes magically to life and becomes Terrybubble, a live dinosaur skeleton.",2,0,teens,male,australia,en,,13,FALSE,TRUE,common_voice_en_22069033.mp3,The skeleton comes magically to life and becomes terry bubble a live dinosaur skeleton.
Amazon,"Back to our original plan, I think.",2,0,fourties,male,australia,en,,7,FALSE,TRUE,common_voice_en_17746452.mp3,"Back to our Original Plan, I think."
Amazon,Trockel is notable for her work as a conceptual artist.,2,1,teens,other,australia,en,,10,FALSE,TRUE,common_voice_en_20957061.mp3,Chaka was notable for her work as a conceptual artist.
Amazon,LaRue refused to testify against Nixon or any other Watergate figure.,2,0,sixties,male,australia,en,,11,FALSE,TRUE,common_voice_en_20220400.mp3,Laura refused to testify against Nixon or any other Watergate figure.
Amazon,The local council looks after municipal needs.,2,0,sixties,male,australia,en,,7,FALSE,TRUE,common_voice_en_18618683.mp3,The Local council looks after municipal needs.
Amazon,The mother sat in the courtroom.,2,0,fourties,male,australia,en,,6,FALSE,TRUE,common_voice_en_15903317.mp3,The mother sat in the courtroom.
Amazon,The young girl introduces herself as Laureline and offers to act as his guide.,2,1,teens,other,australia,en,,14,FALSE,TRUE,common_voice_en_20303621.mp3,"The young girl introduces herself as Laura, lean an office to act as his guide."
Amazon,"Counsell was born in South Bend, Indiana.",2,0,teens,male,australia,en,,7,FALSE,TRUE,common_voice_en_22066401.mp3,Council was born in south bend indiana.
Amazon,"I wanted the doll, but the auction became too expensive.",2,0,fourties,male,australia,en,,10,FALSE,TRUE,common_voice_en_17250847.mp3,"I wanted the dull, but the auction became too expensive."
Amazon,Almost every asset class is managed both internally and externally.,2,0,fifties,female,australia,en,,10,FALSE,TRUE,common_voice_en_19607900.mp3,Almost every asset class is managed both internally and externally.
Amazon,Legs hairy with spurs absent on tibia.,2,0,teens,other,australia,en,,7,FALSE,TRUE,common_voice_en_19743064.mp3,Legs harry with spurs absent on tibia.
Amazon,"Early on, it was a major opponent of a perceived ""Americanizing"" of the Church.",2,0,teens,other,australia,en,,14,FALSE,TRUE,common_voice_en_20424049.mp3,"Early on, it was major opponent of a perceived Americanizing of the church."
Amazon,The first Baron also represented Tamworth in Parliament as a Conservative.,2,1,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_18783262.mp3,The first Barham also represented to morph into Parliament as a Conservative.
Amazon,The corrections divisions has its offices in Gibson Hall.,2,0,twenties,male,australia,en,,9,FALSE,TRUE,common_voice_en_21670025.mp3,The corrections divisions has its offices in Gibson Hall.
Amazon,"Cable was born in New Milford, Connecticut, where his father was a farmer.",2,0,twenties,female,australia,en,,13,FALSE,TRUE,common_voice_en_22292203.mp3,"Cable was born in new milford Connecticut, where his father was a farmer."
Amazon,"He was expelled from the latter for ""gross, studied and sustained insolence"".",2,0,fourties,male,australia,en,,12,FALSE,TRUE,common_voice_en_22299614.mp3,He was expelled from the latter for Gross studied and sustained insolence.
Amazon,The men were terrified at his sorcery.,3,0,fifties,male,australia,en,,7,FALSE,TRUE,common_voice_en_111714.mp3,The men were terrified at his sorcery.
Amazon,A unique feature of this pistol model is the unloading device.,2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_21754122.mp3,A unique feature of this pistol model is the unloading device.
Amazon,I saw a Ford Focus for sale.,2,0,teens,other,australia,en,,7,FALSE,TRUE,common_voice_en_18658046.mp3,I saw a ford focus for sale.
Amazon,"In China, he passed the civil-service examination.",2,0,fourties,male,australia,en,,7,FALSE,TRUE,common_voice_en_22299708.mp3,In china he passed the Civil Service examination.
Amazon,Some examples of the music played for the dancers have survived.,2,0,fifties,female,australia,en,,11,FALSE,TRUE,common_voice_en_19596026.mp3,Some examples of the music played for the dancers have survived.
Amazon,I looked in the mirror.,2,0,fourties,male,australia,en,,5,FALSE,TRUE,common_voice_en_18497173.mp3,I looked in the mirror.
Amazon,"During winters, gauchos wore heavy wool ponchos to protect against cold.",2,0,teens,other,australia,en,,11,FALSE,TRUE,common_voice_en_20393273.mp3,During winters grew to more heavy wall pointers to protect against cold.
Amazon,Several prostaglandin E synthases have been identified.,2,0,thirties,male,canada,en,,7,FALSE,TRUE,common_voice_en_18893760.mp3,Several prostaglandin E synthesis have been identified.
Amazon,I wonder what's eating that old money grubbing buzzard anyway?,3,0,sixties,female,canada,en,,10,FALSE,TRUE,common_voice_en_143601.mp3,I wonder what's eating that old money grubbing buzzard anyway.
Amazon,Mongolians traditionally were afraid of misfortunes and believe in good and bad omens.,2,0,teens,male,canada,en,,13,FALSE,TRUE,common_voice_en_19687856.mp3,Mongolians traditionally were afraid of misfortunes and believed in good and bad omens.
Amazon,At the northwestern periphery of the town the drift consists of recently blown sand.,2,0,fourties,male,canada,en,,14,FALSE,TRUE,common_voice_en_19959908.mp3,At the northwestern periphery of the town of the drift consists of recently blown sand.
Amazon,"He was buried at Oak Hill Cemetery in his hometown of Jasper, Alabama.",2,1,teens,male,canada,en,,13,FALSE,TRUE,common_voice_en_19610290.mp3,He was buried at o neill Cemetery in his own town of Jasper Alabama.
Amazon,"He enjoyed sailing, owning two boats at Salcombe in Devon.",2,0,thirties,male,canada,en,,10,FALSE,TRUE,common_voice_en_20114610.mp3,"He enjoyed sailing, owning two boats at Salle Comb in Devon."
Amazon,Cox continued Frazier's policies and made few administrative changes.,2,0,teens,male,canada,en,,9,FALSE,TRUE,common_voice_en_22000544.mp3,COx continued Frazier's policies and made a few administrative changes Mhm.
Amazon,"For example, Colombia, Chile, Argentina and Venezuela.",2,0,twenties,male,canada,en,,7,FALSE,TRUE,common_voice_en_17261756.mp3,"For example, Colombia chile Argentina and Venezuela."
Amazon,It is predicted to increase in a stable growth rate in the coming years.,2,0,teens,male,canada,en,,14,FALSE,TRUE,common_voice_en_19079890.mp3,It is predicted to increase in a stable growth rate in the coming years.
Amazon,"Oh, behave!.",2,0,teens,male,canada,en,,2,FALSE,TRUE,common_voice_en_18667644.mp3,Oh behave!
Amazon,"It was so good of her, and so encouraging to me!",2,0,twenties,male,canada,en,,11,FALSE,TRUE,common_voice_en_18607551.mp3,It was so good of her and so encouraging to me.
Amazon,A total of six games were released in J-Cart format.,2,0,twenties,male,canada,en,,10,FALSE,TRUE,common_voice_en_21453189.mp3,A total of six games were released in J. Card format.
Amazon,"At the time, many units served as both ambulances and funeral vehicles, called combinations.",2,1,fifties,female,canada,en,,14,FALSE,TRUE,common_voice_en_19703082.mp3,"At the time, many units served as both ambulances and funeral vehicles called combinations."
Amazon,He also invented many other related inventions.,2,1,fifties,male,canada,en,,7,FALSE,TRUE,common_voice_en_20113858.mp3,He also invented many other related inventions.
Amazon,We didn't steal it.,2,0,fifties,male,canada,en,,4,FALSE,TRUE,common_voice_en_185403.mp3,We didn't steal it.
Amazon,It was also the last album released by James William Guercio's Caribou Records.,2,0,twenties,male,canada,en,,13,FALSE,TRUE,common_voice_en_20835064.mp3,It was also the last album released by James William Garcia's Caribou Records.
Amazon,"The album was recorded at Randy's in Kingston, Jamaica.",2,0,twenties,male,canada,en,,9,FALSE,TRUE,common_voice_en_19533514.mp3,The album was recorded Randy's in Kingston Jamaica.
Amazon,It simulates an open-sided safari ride through the savanna of East Africa.,2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_20271420.mp3,"It stimulates an open sided, so fire ride through the savanna of East africa."
Amazon,Both families had only ocular features.,2,0,twenties,female,canada,en,,6,FALSE,TRUE,common_voice_en_20482206.mp3,Both families had only ocular features.
Amazon,The increase in incarceration led to prison overcrowding.,2,0,fourties,male,canada,en,,8,FALSE,TRUE,common_voice_en_18842190.mp3,The increase in incarceration led to prison overcrowding.
Amazon,I think they perceived that nothing was to be done at the moment.,5,0,fifties,female,canada,en,,13,FALSE,TRUE,common_voice_en_101064.mp3,"Okay, I think they perceived that nothing was to be done at the moment."
Amazon,They are nicknamed 'Constitution' or 'The Constitutes'.,2,0,twenties,male,canada,en,,7,FALSE,TRUE,common_voice_en_21090921.mp3,They are nicknamed Constitution or the constitutes.
Amazon,"Despite these divergences in opinions, people can agree on some common views.",2,1,thirties,male,canada,en,,12,FALSE,TRUE,common_voice_en_18645755.mp3,"Despite these divergences and opinions, people can agree on some common views."
Amazon,What's in it for me?,2,0,fourties,female,canada,en,,5,FALSE,TRUE,common_voice_en_17428767.mp3,What's In It For Me?
Amazon,The southern part of the county drains into the Canadian River.,3,0,twenties,male,canada,en,,11,FALSE,TRUE,common_voice_en_22469350.mp3,The southern part of the county drains into the Canadian River.
Amazon,The gate attendant simply scans the code displayed on the phone.,2,0,fifties,male,canada,en,,11,FALSE,TRUE,common_voice_en_21758325.mp3,The gate attendant simply scans the code displayed on the phone.
Amazon,The Jewel Box cluster is one of the youngest known open clusters.,2,0,twenties,male,canada,en,,12,FALSE,TRUE,common_voice_en_23720119.mp3,The jewel box cluster is one of the youngest known open clusters.
Amazon,"""The Rena Song"" was dedicated to John Petrucci's wife Rena Sands Petrucci.",2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_20212198.mp3,"The renaissance was dedicated to john Petrucci, his wife renaissance Petrucci."
Amazon,Mark Abshire soon joined as the band's original bassist.,2,0,twenties,male,canada,en,,9,FALSE,TRUE,common_voice_en_18880409.mp3,Mark Hampshire soon joined as the band's original bassist.
Amazon,He was the center's first paid staff member.,2,0,twenties,male,canada,en,,8,FALSE,TRUE,common_voice_en_18880434.mp3,He was the center's first paid staff member.
Amazon,The urge to write short stories is rare.,2,0,thirties,male,canada,en,,8,FALSE,TRUE,common_voice_en_15733997.mp3,The urge to read short stories is rare.
Amazon,When are we leaving for the party?,2,0,teens,male,canada,en,,7,FALSE,TRUE,common_voice_en_17909038.mp3,When are we leaving for the party?
Amazon,This battle between companies is defended on both sides.,2,0,thirties,male,canada,en,,9,FALSE,TRUE,common_voice_en_22450047.mp3,This battle between companies is defended on both sides.
Amazon,"Pecock was probably born in Wales and was educated at Oriel College, Oxford.",2,0,twenties,female,canada,en,,13,FALSE,TRUE,common_voice_en_22732064.mp3,"Peacock was probably born in Wales and educated at Oriel College, Oxford."
Amazon,There he begins to discover things for himself and to rebel against his father.,2,0,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_22400377.mp3,There he begins to discover things for himself and to rebel against his father.
Amazon,Pet sitters monitor a number of different animals.,3,0,teens,male,canada,en,,8,FALSE,TRUE,common_voice_en_19697120.mp3,Pet sitters monitor a number of different animals.
Amazon,"""I'm going to guide you across the desert,"" the alchemist said.",3,0,fifties,female,canada,en,,11,FALSE,TRUE,common_voice_en_101107.mp3,"I'm going to guide you across the desert, the alchemist said."
Amazon,"In this case, an agency adds a service fee to the net price.",2,0,teens,female,canada,en,,13,FALSE,TRUE,common_voice_en_19996880.mp3,"In this case, an agency adds a service fee to the net price."
Amazon,The Formoso High School mascot was Formoso Falcons.,2,1,twenties,male,canada,en,,8,FALSE,TRUE,common_voice_en_22093418.mp3,The Formoso High School mascot was Formoso falcons.
Amazon,Nabu's cult spread to ancient Egypt.,2,0,twenties,male,canada,en,,6,FALSE,TRUE,common_voice_en_20236100.mp3,Nah booze cult spread to ancient Egypt.
Amazon,The design of the present flag incorporates the elements from the two former flags.,2,0,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_23720198.mp3,The design of the present flag incorporates the elements from the two former flags.
Amazon,The Baraboo River flows through the city.,2,1,fourties,female,canada,en,,7,FALSE,TRUE,common_voice_en_20238716.mp3,Caribou River flows through the city.
Amazon,"Generally, the institute opposes tax increases, such as Hawaii's General Excise Tax.",2,0,fourties,male,canada,en,,12,FALSE,TRUE,common_voice_en_22169758.mp3,"Generally, the institute proposes tax increases such as Hawaii's General Excise Tax."
Amazon,Smoke poured out of every crack.,2,0,sixties,male,canada,en,,6,FALSE,TRUE,common_voice_en_17147386.mp3,Smoke poured out of every crack.
Amazon,Let's go Hiking across France.,2,1,twenties,male,canada,en,,5,FALSE,TRUE,common_voice_en_143209.mp3,Let's go hiking across France.
Amazon,Most acetic acid is prepared by this method.,2,1,fourties,male,canada,en,,8,FALSE,TRUE,common_voice_en_22169757.mp3,Most acetic acid is prepared by this method.
Amazon,"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street.",2,1,twenties,male,canada,en,,14,FALSE,TRUE,common_voice_en_20501378.mp3,"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street."
Amazon,"A comet came within miles of the Earth, it almost obliterated the moon.",2,0,twenties,other,canada,en,,13,FALSE,TRUE,common_voice_en_17265793.mp3,A comment came within miles of the Earth it's almost obliterated the Moon.
Amazon,Burley is a residential area.,2,0,twenties,male,canada,en,,5,FALSE,TRUE,common_voice_en_23797829.mp3,Burleigh is a residential area.
Amazon,Investigations performed by the police could find no explanation for the phenomenon.,2,0,fifties,female,canada,en,,12,FALSE,TRUE,common_voice_en_19694692.mp3,Investigations performed by the police could find no explanation for the phenomenon.
Amazon,"Darling, could you grab me some throat candy down at the local chemist?",2,0,fifties,male,canada,en,,13,FALSE,TRUE,common_voice_en_17261288.mp3,Darling could you grab me some throat candy down at the local chemist?
Amazon,"Why doesn't he do it, why isn't he doing it?",2,0,thirties,male,canada,en,,10,FALSE,TRUE,common_voice_en_20847440.mp3,Why doesn't he do it Why isn't he doing it?
Amazon,Acute uric acid nephropathy is associated with little or no urine output.,2,0,sixties,male,canada,en,,12,FALSE,TRUE,common_voice_en_19669556.mp3,ACUTE uric acid nephew apathy is associated with little or no urine output.
Amazon,I learnt so much from them and made some great friends.,2,0,teens,female,england,en,,11,FALSE,TRUE,common_voice_en_20872057.mp3,I learned so much from them and made some great friends.
Amazon,Actions of the President must be approved by the Commission.,3,0,fifties,male,england,en,,10,FALSE,TRUE,common_voice_en_19677873.mp3,Actions of the President must be approved by the commission.
Amazon,"""Bodhi"" means ""awakening"" or ""enlightenment"".",2,0,twenties,male,england,en,,5,FALSE,TRUE,common_voice_en_19612307.mp3,Body means awakening or enlightenment.
Amazon,"For passing the general bridge, you had to pay.",2,0,thirties,male,england,en,,9,FALSE,TRUE,common_voice_en_17728045.mp3,The general breed you need to pay.
Amazon,Did you really think it through?,2,0,sixties,male,england,en,,6,FALSE,TRUE,common_voice_en_17401437.mp3,Did You really Think It through?
Amazon,Beach parking is subject to Sauvie Island Wildlife Area parking permits.,2,0,twenties,male,england,en,,11,FALSE,TRUE,common_voice_en_19061389.mp3,Beach parking is subject to solve the island Wildlife Area parking permits.
Amazon,"Is that a translation, or merely a transliteration?",2,0,thirties,male,england,en,,8,FALSE,TRUE,common_voice_en_18400466.mp3,Is that a translation or merely a transliteration?
Amazon,"The C++ framework Qt is pronounced like ""cute"".",2,0,teens,male,england,en,,8,FALSE,TRUE,common_voice_en_17266880.mp3,The C plus plus framework cutie is pronounced like cute.
Amazon,Godzilla smashes a tower that has a self-destruct button that makes the island unstable.,2,0,thirties,female,england,en,,14,FALSE,TRUE,common_voice_en_20726398.mp3,Godzilla smash is a tower that has a self destruct button that makes the island unstable.
Amazon,It is no use crying over spilt milk.,2,0,fourties,male,england,en,,8,FALSE,TRUE,common_voice_en_17830225.mp3,"Yeah, it's no use crying over spilt milk."
Amazon,"Neron offers, as he has to many supervillains before, to augment Shade's power.",2,0,twenties,male,england,en,,13,FALSE,TRUE,common_voice_en_18810142.mp3,Near and offers as he has too many super villains before to augment shades power.
Amazon,"The second of nine children, both of his parents were practicing Catholics.",3,0,thirties,female,england,en,,12,FALSE,TRUE,common_voice_en_18774563.mp3,"The second of nine Children, both of his parents were practicing Catholics."
Amazon,"Liturgically, the church accepts the creeds of the Evangelical Lutheran church.",2,0,thirties,female,england,en,,11,FALSE,TRUE,common_voice_en_23794157.mp3,Mhm Little magically the church accepts the creed of the Evangelical Lutheran Church Yeah.
Amazon,"It initially consisted of the county of Northumberland, excluding the township of Monaghan South.",2,0,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_19840580.mp3,"It essentially consisted of the country of North and billing, excluding the township of monogamy itself."
Amazon,This lamp is quite nice.,2,0,thirties,male,england,en,,5,FALSE,TRUE,common_voice_en_18133815.mp3,This lamp is quite nice.
Amazon,More recently each of these groups tends to be treated as a separate subclass.,2,0,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_23378504.mp3,"More recently, each of these groups tends to be treated as a separate subclass."
Amazon,A brown leather bag hung from its strap.,2,0,thirties,male,england,en,,8,FALSE,TRUE,common_voice_en_17245817.mp3,Brown is a bag and from its trap.
Amazon,"Artist Vik Muniz used skywriting for his ""cloud cloud"" project.",2,0,twenties,male,england,en,,10,FALSE,TRUE,common_voice_en_19624455.mp3,Artist fake Mooney's use skywriting for his Cloud Cloud project.
Amazon,They were on the right track.,2,1,sixties,female,england,en,,6,FALSE,TRUE,common_voice_en_153674.mp3,They were on the right track.
Amazon,"One particularly rigorous aspect of studio classes is the ""critique"" or ""review.",2,0,twenties,male,england,en,,12,FALSE,TRUE,common_voice_en_19646795.mp3,One particularly rigorous aspect of studio classes is to critique or review.
Amazon,I arose obediently and went down the beach.,2,0,fourties,male,england,en,,8,FALSE,TRUE,common_voice_en_18414452.mp3,I arose obediently and went down the beach.
Amazon,This was later adapted by the Army.,2,1,,other,england,en,,7,FALSE,TRUE,common_voice_en_18945564.mp3,This was later adopted by the Army.
Amazon,He was later expelled by the Sarawak government due to failure to repay debt.,2,1,twenties,male,england,en,,14,FALSE,TRUE,common_voice_en_23354713.mp3,He was later expelled by the Sarah Walk government due to failure to repay debt.
Amazon,"In quantum mechanics, the Fubini-Study metric is also known as the Bures metric.",2,0,twenties,male,england,en,,13,FALSE,TRUE,common_voice_en_23660440.mp3,"The quantum mechanics, the cube in each study metric, is also known as the poorest metric."
Amazon,There is no wheelchair access to the platform.,2,0,twenties,female,england,en,,8,FALSE,TRUE,common_voice_en_20149531.mp3,There is no wheelchair access to the platform.
Amazon,I have no time to waste.,2,0,twenties,male,england,en,,6,FALSE,TRUE,common_voice_en_18606573.mp3,I have no time to waste.
Amazon,These were sold through Christian bookstores and related outlets.,2,0,twenties,female,england,en,,9,FALSE,TRUE,common_voice_en_22021740.mp3,These were sold through christian bookstores and related outlets.
Amazon,Get Katherine at the Bulletin on the phone!,2,0,twenties,male,england,en,,8,FALSE,TRUE,common_voice_en_174956.mp3,Get Catherine at the bulletin on the phone.
Amazon,"Injury-prone in college, this continued as he sat out his rookie season.",2,0,twenties,male,england,en,,12,FALSE,TRUE,common_voice_en_22153672.mp3,Injury prone in college discontinued as he set out his rookie season.
