sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
"Today there are attempts to develop the work of local artisans, especially in ceramics.",2,0,teens,other,australia,en,,14,False,True,common_voice_en_20934336.mp3,today there was attempts to develop the work of local Artisans especially in ceramics,0.8393775820732117
The Mayor is elected for four-year terms.,2,0,fourties,male,australia,en,,7,False,True,common_voice_en_22236698.mp3,the mayor is elected for a four-year terms,0.9398488998413086
The phone call got interrupted due to unknown reasons.,2,0,fourties,male,australia,en,,9,False,True,common_voice_en_15734626.mp3,the phone call got interrupted due to unknown reasons,0.9333608150482178
"He played Legion baseball in Oxford, Pennsylvania.",2,0,teens,other,australia,en,,7,False,True,common_voice_en_20357673.mp3,can you play Legion Baseball in Oxford Pennsylvania,0.8083781003952026
"The band also played for Aitken on his single, ""Rudi Got Married"".",2,1,twenties,female,australia,en,,12,False,True,common_voice_en_22319685.mp3,there is a place for ice cream and it's single greedy but married,0.8389490842819214
"Ecco's name was suggested by Halpern's initial backer, ketchup heiress Drue Heinz.",2,0,seventies,female,australia,en,,12,False,True,common_voice_en_19794290.mp3,I thought his name was suggested by helping initial backup catch up Eris Drew Hines,0.7399144768714905
"For this, he was named a Disney Legend.",2,0,teens,other,australia,en,,8,False,True,common_voice_en_19018878.mp3,the list he was named Disney Legend,0.7634540796279907
The Monday to Friday off-peak service is two trains per hour each way.,2,0,teens,other,australia,en,,13,False,True,common_voice_en_19081425.mp3,the Monday to Friday of Pizza vs two trains per hour each way,0.9086155295372009
Will you marry me?,2,0,thirties,male,australia,en,,4,False,True,common_voice_en_17277871.mp3,will you marry me,0.9859240055084229
Roberts Media is wholly owned by veteran broadcaster Larry Roberts.,2,0,twenties,male,australia,en,,10,False,True,common_voice_en_21636854.mp3,Roberts media is wholly owned by veteran broadcaster Larry Roberts,0.9205373525619507
Can maths explain everything?,2,0,teens,other,australia,en,,4,False,True,common_voice_en_18458792.mp3,can math explain everything,0.927424430847168
"I didn't find the blow-dryer, so I just used the vacuum-cleaner.",2,1,fourties,female,australia,en,,11,False,True,common_voice_en_212902.mp3,I didn't find the blow dryer so I just use the vacuum cleaner,0.8584350943565369
Dwelly was nonetheless eager to express his gratitude to those who assisted him.,2,0,thirties,other,australia,en,,13,False,True,common_voice_en_22777441.mp3,well he was none the less eager to express his gratitude to those who assisted him,0.9794775247573853
The stadium has since been heavily damaged by looters.,2,0,teens,other,australia,en,,9,False,True,common_voice_en_19429298.mp3,the stadium has since been heavily damaged by Lugia's,0.9235233664512634
"In the early history of Islam, Hanafi doctrine was not fully compiled.",2,0,twenties,female,australia,en,,12,False,True,common_voice_en_23733153.mp3,and the other history of everyone,0.9720061421394348
I think a sequential model can solve this problem.,2,0,fourties,male,australia,en,,9,False,True,common_voice_en_18460263.mp3,I think a sequential now model can solve this problem,0.9419963955879211
"During the early period of Ottoman rule, Berat fell into severe decline.",2,0,fifties,male,australia,en,,12,False,True,common_voice_en_21799750.mp3,during the early. Of Ottoman rule fell into severe decline,0.8997461199760437
Did you hear anything?,2,0,teens,other,australia,en,,4,False,True,common_voice_en_17290524.mp3,did you hear anything,0.9832501411437988
All seven seasons are also currently available through a Canadian subscription to Netflix.,2,1,teens,other,australia,en,,13,False,True,common_voice_en_21692099.mp3,all 7 seasons are also currently available through Canadian subscription to Netflix,0.9361576437950134
It is located in a valley in Pok Fu Lam.,2,0,twenties,male,australia,en,,10,False,True,common_voice_en_20282479.mp3,just located in Italian,0.8752541542053223
"Esther Deans wrote the books ""No-Dig Gardening"" and ""Leaves of Life"".",2,0,teens,other,australia,en,,11,False,True,common_voice_en_20013431.mp3,I saw James read the book snow day Connie,0.7123117446899414
Have you ever been to Singapore?,2,0,fourties,male,australia,en,,6,False,True,common_voice_en_17260185.mp3,have you ever been to Singapore,0.9793335795402527
The story is written with extraordinary language and a brilliant style.,2,0,fifties,male,australia,en,,11,False,True,common_voice_en_21595337.mp3,the story is written with extraordinary language and a brilliant Style,0.9071573615074158
He was my brother.,2,0,thirties,male,australia,en,,4,False,True,common_voice_en_216435.mp3,he was my brother,0.9876290559768677
It has a cascading effect.,2,0,fourties,male,australia,en,,5,False,True,common_voice_en_18536557.mp3,it says Academy effect,0.6926980018615723
"However, ‘jurymen’ would have done just as well.",2,0,fourties,male,australia,en,,8,False,True,common_voice_en_18543164.mp3,however Jordan men would have done just as well,0.8775961399078369
"But the title is also a rather obscure nod to The Beatles' ""Revolver"".",2,1,teens,other,australia,en,,13,False,True,common_voice_en_19206647.mp3,what's the titles of the brothers doing on to the Beatles revolver,0.7567877173423767
"For a left-handed percussionist, the legs and hands are switched.",2,0,twenties,male,australia,en,,10,False,True,common_voice_en_18979043.mp3,for left-handed because she missed the legs and hands are switched,0.873316764831543
"Soon after this ""rediscovery,"" Boubacar's wife died during childbirth.",2,0,seventies,male,australia,en,,9,False,True,common_voice_en_18986688.mp3,scene after this rediscovery has wife died during childbirth,0.8233187198638916
Did you rewind the cassette?,2,0,thirties,male,australia,en,,5,False,True,common_voice_en_17249486.mp3,did you rewind the cassette,0.9715291261672974
"He secured the support of Arnaud Montebourg, who placed third, soon thereafter.",2,0,twenties,male,australia,en,,12,False,True,common_voice_en_18979234.mp3,he secured the support of Honor multiple soon thereafter,0.9531742930412292
George was the Chairman of the Society of Black Engineers' Publications Committee.,2,0,twenties,male,australia,en,,12,False,True,common_voice_en_19388558.mp3,George was a chairman of the Society of black Engineers Publications committee,0.9337387681007385
Over three-quarters of these deaths occurred in sub-Saharan Africa.,2,0,thirties,male,australia,en,,9,False,True,common_voice_en_23382844.mp3,over three-quarters of these death occurred in sub-Saharan Africa,0.713394284248352
My daughter is hoping to volunteer at a nature reserve.,2,0,teens,other,australia,en,,10,False,True,common_voice_en_18455743.mp3,my daughter is hoping to volunteer at a nature preserve,0.8816558718681335
Murrysville is within the Franklin Regional School District.,2,0,teens,other,australia,en,,8,False,True,common_voice_en_20365739.mp3,Murrysville is within the Franklin Regional School District,0.8900474905967712
There are many variants of the puzzle.,2,0,twenties,male,australia,en,,7,False,True,common_voice_en_21337950.mp3,there are many variants of the puzzle,0.982768714427948
"The unusual strategy worked, and the Yellow Jackets upset Notre Dame.",2,0,twenties,male,australia,en,,11,False,True,common_voice_en_19871724.mp3,the unusual strategy worked and the yellow jackets upset Notre Dame,0.8814914226531982
It is named for the Portuguese explorer Vasco da Gama.,2,0,twenties,female,australia,en,,10,False,True,common_voice_en_22278592.mp3,it is named for the Portuguese explorer,0.9147219657897949
"The skeleton comes magically to life and becomes Terrybubble, a live dinosaur skeleton.",2,0,teens,male,australia,en,,13,False,True,common_voice_en_22069033.mp3,does Hilton cosmetically to life and becomes a terrible a live dinosaur skeleton,0.8038347959518433
"Back to our original plan, I think.",2,0,fourties,male,australia,en,,7,False,True,common_voice_en_17746452.mp3,back to our original plan.,0.8175879716873169
Trockel is notable for her work as a conceptual artist.,2,1,teens,other,australia,en,,10,False,True,common_voice_en_20957061.mp3,Chuckles Edibles for her walking the conceptual artist,0.9199053645133972
LaRue refused to testify against Nixon or any other Watergate figure.,2,0,sixties,male,australia,en,,11,False,True,common_voice_en_20220400.mp3,Library refused to testify against Nixon or any other Watergate figure,0.8830726742744446
The local council looks after municipal needs.,2,0,sixties,male,australia,en,,7,False,True,common_voice_en_18618683.mp3,the local Council,0.8783777356147766
The mother sat in the courtroom.,2,0,fourties,male,australia,en,,6,False,True,common_voice_en_15903317.mp3,the mattress set in the courtroom,0.8798633217811584
The young girl introduces herself as Laureline and offers to act as his guide.,2,1,teens,other,australia,en,,14,False,True,common_voice_en_20303621.mp3,Bianca introduces himself as Lord lean and office to access his died,0.7964444756507874
"Counsell was born in South Bend, Indiana.",2,0,teens,male,australia,en,,7,False,True,common_voice_en_22066401.mp3,Council was born in South Bend Indiana,0.8501124978065491
"I wanted the doll, but the auction became too expensive.",2,0,fourties,male,australia,en,,10,False,True,common_voice_en_17250847.mp3,what is the doll that the auction became too expensive,0.9623268246650696
Almost every asset class is managed both internally and externally.,2,0,fifties,female,australia,en,,10,False,True,common_voice_en_19607900.mp3,almost every asset class is managed both internally and externally,0.97197425365448
Legs hairy with spurs absent on tibia.,2,0,teens,other,australia,en,,7,False,True,common_voice_en_19743064.mp3,Lex Harry Whispers absent on tibia,0.79506516456604
"Early on, it was a major opponent of a perceived ""Americanizing"" of the Church.",2,0,teens,other,australia,en,,14,False,True,common_voice_en_20424049.mp3,Ileana was Meja apartment of a perceived americanizing of the chips,0.7906290292739868
The first Baron also represented Tamworth in Parliament as a Conservative.,2,1,teens,other,australia,en,,11,False,True,common_voice_en_18783262.mp3,the dressbarn most represented,0.7846014499664307
The corrections divisions has its offices in Gibson Hall.,2,0,twenties,male,australia,en,,9,False,True,common_voice_en_21670025.mp3,the corrections divisions has its offices in Gibson hole,0.8628012537956238
"Cable was born in New Milford, Connecticut, where his father was a farmer.",2,0,twenties,female,australia,en,,13,False,True,common_voice_en_22292203.mp3,Halo this morning New Milford Connecticut when his father was a farmer,0.8875439763069153
"He was expelled from the latter for ""gross, studied and sustained insolence"".",2,0,fourties,male,australia,en,,12,False,True,common_voice_en_22299614.mp3,he was expelled from the last half of gross studied and sustained insolence,0.9685378670692444
The men were terrified at his sorcery.,3,0,fifties,male,australia,en,,7,False,True,common_voice_en_111714.mp3,the men with terrified at is sorcery,0.8063144087791443
A unique feature of this pistol model is the unloading device.,2,0,teens,other,australia,en,,11,False,True,common_voice_en_21754122.mp3,a unique feature of this pistol model is the underlying device,0.9076274633407593
I saw a Ford Focus for sale.,2,0,teens,other,australia,en,,7,False,True,common_voice_en_18658046.mp3,I saw a Ford Focus for sale,0.9876289963722229
"In China, he passed the civil-service examination.",2,0,fourties,male,australia,en,,7,False,True,common_voice_en_22299708.mp3,in China he passed the Civil Service examination,0.919299840927124
Some examples of the music played for the dancers have survived.,2,0,fifties,female,australia,en,,11,False,True,common_voice_en_19596026.mp3,some examples of the music place for the dancers have survived,0.8989179134368896
I looked in the mirror.,2,0,fourties,male,australia,en,,5,False,True,common_voice_en_18497173.mp3,I looked in the mirror,0.9031006097793579
"During winters, gauchos wore heavy wool ponchos to protect against cold.",2,0,teens,other,australia,en,,11,False,True,common_voice_en_20393273.mp3,during winter heavy wool cold,0.6916978359222412
Several prostaglandin E synthases have been identified.,2,0,thirties,male,canada,en,,7,False,True,common_voice_en_18893760.mp3,several prostaglandin E2 synthesis have been identified,0.8392191529273987
I wonder what's eating that old money grubbing buzzard anyway?,3,0,sixties,female,canada,en,,10,False,True,common_voice_en_143601.mp3,I wonder what's eating that old money-grubbing Buzzard anyway,0.9645862579345703
Mongolians traditionally were afraid of misfortunes and believe in good and bad omens.,2,0,teens,male,canada,en,,13,False,True,common_voice_en_19687856.mp3,Mongolians traditionally were afraid of misfortunes and believes in good and bad Omens,0.9020451307296753
At the northwestern periphery of the town the drift consists of recently blown sand.,2,0,fourties,male,canada,en,,14,False,True,common_voice_en_19959908.mp3,at the Northwestern periphery of the town of the drift consists of recently loans,0.8497007489204407
"He was buried at Oak Hill Cemetery in his hometown of Jasper, Alabama.",2,1,teens,male,canada,en,,13,False,True,common_voice_en_19610290.mp3,is buried at Oak Hill Cemetery in his hometown of Jasper Alabama,0.940180778503418
"He enjoyed sailing, owning two boats at Salcombe in Devon.",2,0,thirties,male,canada,en,,10,False,True,common_voice_en_20114610.mp3,enjoyed sailing owning two boats at Cellcom in Devon,0.9212675094604492
Cox continued Frazier's policies and made few administrative changes.,2,0,teens,male,canada,en,,9,False,True,common_voice_en_22000544.mp3,talks continued Frazier's policies and made a few administrative changes,0.939564049243927
"For example, Colombia, Chile, Argentina and Venezuela.",2,0,twenties,male,canada,en,,7,False,True,common_voice_en_17261756.mp3,for example Colombia Chile Argentina and Venezuela,0.9760484099388123
It is predicted to increase in a stable growth rate in the coming years.,2,0,teens,male,canada,en,,14,False,True,common_voice_en_19079890.mp3,it is predicted to increase in a stable growth rate in the coming years,0.9691640138626099
"Oh, behave!.",2,0,teens,male,canada,en,,2,False,True,common_voice_en_18667644.mp3,oh behave,0.9726864099502563
"It was so good of her, and so encouraging to me!",2,0,twenties,male,canada,en,,11,False,True,common_voice_en_18607551.mp3,it was so good of her and so encouraging to me,0.9633318185806274
A total of six games were released in J-Cart format.,2,0,twenties,male,canada,en,,10,False,True,common_voice_en_21453189.mp3,I told roll of six games were released in Jay card format,0.8299262523651123
"At the time, many units served as both ambulances and funeral vehicles, called combinations.",2,1,fifties,female,canada,en,,14,False,True,common_voice_en_19703082.mp3,at the time many unit served as both ambulances and funeral Vehicles combinations,0.9208879470825195
He also invented many other related inventions.,2,1,fifties,male,canada,en,,7,False,True,common_voice_en_20113858.mp3,he also invented many holes are related inventions,0.947166919708252
We didn't steal it.,2,0,fifties,male,canada,en,,4,False,True,common_voice_en_185403.mp3,we didn't steal it,0.9876290559768677
It was also the last album released by James William Guercio's Caribou Records.,2,0,twenties,male,canada,en,,13,False,True,common_voice_en_20835064.mp3,results of the last album released by James William Garcia's Caribou records,0.8942553400993347
"The album was recorded at Randy's in Kingston, Jamaica.",2,0,twenties,male,canada,en,,9,False,True,common_voice_en_19533514.mp3,the album was recorded Brandy's in Kingston Jamaica,0.8814618587493896
It simulates an open-sided safari ride through the savanna of East Africa.,2,0,fourties,male,canada,en,,12,False,True,common_voice_en_20271420.mp3,it's really fair open started the fire ride truth to Savannah of East Africa,0.8554725050926208
Both families had only ocular features.,2,0,twenties,female,canada,en,,6,False,True,common_voice_en_20482206.mp3,those families had only orkila features,0.8523817658424377
The increase in incarceration led to prison overcrowding.,2,0,fourties,male,canada,en,,8,False,True,common_voice_en_18842190.mp3,the increase in incarceration led to prison overcrowding,0.9362702369689941
I think they perceived that nothing was to be done at the moment.,5,0,fifties,female,canada,en,,13,False,True,common_voice_en_101064.mp3,I think they perceive that nothing was to be done at the moment,0.9315711259841919
They are nicknamed 'Constitution' or 'The Constitutes'.,2,0,twenties,male,canada,en,,7,False,True,common_voice_en_21090921.mp3,their nickname Constitution or the constitutes,0.916464626789093
"Despite these divergences in opinions, people can agree on some common views.",2,1,thirties,male,canada,en,,12,False,True,common_voice_en_18645755.mp3,despite these divergences and opinions,0.9133294820785522
What's in it for me?,2,0,fourties,female,canada,en,,5,False,True,common_voice_en_17428767.mp3,what's in it for me,0.9876290559768677
The southern part of the county drains into the Canadian River.,3,0,twenties,male,canada,en,,11,False,True,common_voice_en_22469350.mp3,the southern part of the county drains into the Canadian river,0.9771177768707275
The gate attendant simply scans the code displayed on the phone.,2,0,fifties,male,canada,en,,11,False,True,common_voice_en_21758325.mp3,the gate attendant simply scans the code displayed on the phone,0.8654866814613342
The Jewel Box cluster is one of the youngest known open clusters.,2,0,twenties,male,canada,en,,12,False,True,common_voice_en_23720119.mp3,the jewel box cluster in one of the youngest known open clusters,0.9354438781738281
"""The Rena Song"" was dedicated to John Petrucci's wife Rena Sands Petrucci.",2,0,fourties,male,canada,en,,12,False,True,common_voice_en_20212198.mp3,the Renaissance was dedicated to John Petrucci his wife Renaissance Petrucci,0.9506540298461914
Mark Abshire soon joined as the band's original bassist.,2,0,twenties,male,canada,en,,9,False,True,common_voice_en_18880409.mp3,Mark Abshire soon joined as the band's original bassist,0.9390767216682434
He was the center's first paid staff member.,2,0,twenties,male,canada,en,,8,False,True,common_voice_en_18880434.mp3,he was the center's first paid staff member,0.8525024652481079
The urge to write short stories is rare.,2,0,thirties,male,canada,en,,8,False,True,common_voice_en_15733997.mp3,lyrics to read short stories is rare,0.7771663665771484
When are we leaving for the party?,2,0,teens,male,canada,en,,7,False,True,common_voice_en_17909038.mp3,when are we leaving for the party,0.9856358766555786
This battle between companies is defended on both sides.,2,0,thirties,male,canada,en,,9,False,True,common_voice_en_22450047.mp3,this battle between companies is defended on both sides,0.9226514101028442
"Pecock was probably born in Wales and was educated at Oriel College, Oxford.",2,0,twenties,female,canada,en,,13,False,True,common_voice_en_22732064.mp3,petcock was probably born in Wales and educated at Oriel College Oxford,0.8145280480384827
There he begins to discover things for himself and to rebel against his father.,2,0,twenties,male,canada,en,,14,False,True,common_voice_en_22400377.mp3,very sleepy Joe best things for himself and Tinkerbell against his father,0.7609860301017761
Pet sitters monitor a number of different animals.,3,0,teens,male,canada,en,,8,False,True,common_voice_en_19697120.mp3,pet sitters monitor number of different animals,0.9367071986198425
"""I'm going to guide you across the desert,"" the alchemist said.",3,0,fifties,female,canada,en,,11,False,True,common_voice_en_101107.mp3,I'm going to guide you across the desert The Alchemist said,0.9743377566337585
"In this case, an agency adds a service fee to the net price.",2,0,teens,female,canada,en,,13,False,True,common_voice_en_19996880.mp3,in this case an agency adds a service fee to the net price,0.9725050330162048
The Formoso High School mascot was Formoso Falcons.,2,1,twenties,male,canada,en,,8,False,True,common_voice_en_22093418.mp3,the formoso high school mascot was formoso Falcons,0.973041832447052
Nabu's cult spread to ancient Egypt.,2,0,twenties,male,canada,en,,6,False,True,common_voice_en_20236100.mp3,nephews called spread to ancient Egypt,0.707758903503418
The design of the present flag incorporates the elements from the two former flags.,2,0,twenties,male,canada,en,,14,False,True,common_voice_en_23720198.mp3,the design of the present flag Incorporated the elements from the two former flame,0.8938776254653931
The Baraboo River flows through the city.,2,1,fourties,female,canada,en,,7,False,True,common_voice_en_20238716.mp3,Baraboo river flows through the city,0.9849438667297363
"Generally, the institute opposes tax increases, such as Hawaii's General Excise Tax.",2,0,fourties,male,canada,en,,12,False,True,common_voice_en_22169758.mp3,generally opposes tax increases Hawaii General excise tax,0.9595987796783447
Smoke poured out of every crack.,2,0,sixties,male,canada,en,,6,False,True,common_voice_en_17147386.mp3,smoke poured out of every crack,0.9891454577445984
Let's go Hiking across France.,2,1,twenties,male,canada,en,,5,False,True,common_voice_en_143209.mp3,I can't cross friends,0.8162393569946289
Most acetic acid is prepared by this method.,2,1,fourties,male,canada,en,,8,False,True,common_voice_en_22169757.mp3,most acetic acid is prepared by this method,0.9612919688224792
"More public commissions followed, including the statue of James Larkin on Dublin's O'Connell Street.",2,1,twenties,male,canada,en,,14,False,True,common_voice_en_20501378.mp3,Moore Public commission solid including the statue of James Larkin on Dublin's O'Connell Street,0.9223901033401489
"A comet came within miles of the Earth, it almost obliterated the moon.",2,0,twenties,other,canada,en,,13,False,True,common_voice_en_17265793.mp3,economic came within miles of the earth it's almost a booth they raided the Moon,0.8170846104621887
Burley is a residential area.,2,0,twenties,male,canada,en,,5,False,True,common_voice_en_23797829.mp3,Burley is a residential area,0.9367889165878296
Investigations performed by the police could find no explanation for the phenomenon.,2,0,fifties,female,canada,en,,12,False,True,common_voice_en_19694692.mp3,investigations performed by the police could find no explanation for the phenomenon,0.9778642654418945
"Darling, could you grab me some throat candy down at the local chemist?",2,0,fifties,male,canada,en,,13,False,True,common_voice_en_17261288.mp3,darling could you grab me some throat candy down at the local chemist,0.9677485823631287
"Why doesn't he do it, why isn't he doing it?",2,0,thirties,male,canada,en,,10,False,True,common_voice_en_20847440.mp3,why doesn't he do it why isn't he doing it,0.9670146107673645
Acute uric acid nephropathy is associated with little or no urine output.,2,0,sixties,male,canada,en,,12,False,True,common_voice_en_19669556.mp3,acute uric acid nephropathy is associated with little or no urine output,0.9886599183082581
I learnt so much from them and made some great friends.,2,0,teens,female,england,en,,11,False,True,common_voice_en_20872057.mp3,alarm sandwich from them and made some great friends,0.8558933138847351
Actions of the President must be approved by the Commission.,3,0,fifties,male,england,en,,10,False,True,common_voice_en_19677873.mp3,actions of the president must be approved by the commission,0.9827275276184082
"""Bodhi"" means ""awakening"" or ""enlightenment"".",2,0,twenties,male,england,en,,5,False,True,common_voice_en_19612307.mp3,38 means Awakening enlightenment,0.8482704758644104
"For passing the general bridge, you had to pay.",2,0,thirties,male,england,en,,9,False,True,common_voice_en_17728045.mp3,,0.0
Did you really think it through?,2,0,sixties,male,england,en,,6,False,True,common_voice_en_17401437.mp3,do you really think it through,0.8246562480926514
Beach parking is subject to Sauvie Island Wildlife Area parking permits.,2,0,twenties,male,england,en,,11,False,True,common_voice_en_19061389.mp3,Beach parking is subject to Sauvie Island Wildlife Area parking permits,0.9805780053138733
"Is that a translation, or merely a transliteration?",2,0,thirties,male,england,en,,8,False,True,common_voice_en_18400466.mp3,is that a translation or merely a transliteration,0.8572055697441101
"The C++ framework Qt is pronounced like ""cute"".",2,0,teens,male,england,en,,8,False,True,common_voice_en_17266880.mp3,C plus plus framework QT is pronounced like cute,0.8765725493431091
Godzilla smashes a tower that has a self-destruct button that makes the island unstable.,2,0,thirties,female,england,en,,14,False,True,common_voice_en_20726398.mp3,Godzilla smashes the tower that has a self-destruct button that makes the island unstable,0.9395146369934082
It is no use crying over spilt milk.,2,0,fourties,male,england,en,,8,False,True,common_voice_en_17830225.mp3,it's no use crying over spilled milk,0.9513109922409058
"Neron offers, as he has to many supervillains before, to augment Shade's power.",2,0,twenties,male,england,en,,13,False,True,common_voice_en_18810142.mp3,newer numbers as he has too many supervisors before to augment raid power,0.8581460118293762
"The second of nine children, both of his parents were practicing Catholics.",3,0,thirties,female,england,en,,12,False,True,common_voice_en_18774563.mp3,the second of nine children both of his parents were practicing Catholic,0.9354159832000732
"Liturgically, the church accepts the creeds of the Evangelical Lutheran church.",2,0,thirties,female,england,en,,11,False,True,common_voice_en_23794157.mp3,Latasha play the church accepts the queens of the Evangelical Lutheran Church,0.7779950499534607
"It initially consisted of the county of Northumberland, excluding the township of Monaghan South.",2,0,twenties,male,england,en,,14,False,True,common_voice_en_19840580.mp3,it initially consisted of the country are no funds billion excluding the song Shape of when I can sell,0.8221637606620789
This lamp is quite nice.,2,0,thirties,male,england,en,,5,False,True,common_voice_en_18133815.mp3,this lamp is quite nice,0.9386769533157349
More recently each of these groups tends to be treated as a separate subclass.,2,0,twenties,male,england,en,,14,False,True,common_voice_en_23378504.mp3,more recently each of these groups tends to be treated as a separate subclass,0.9531251788139343
A brown leather bag hung from its strap.,2,0,thirties,male,england,en,,8,False,True,common_voice_en_17245817.mp3,Brown lizard bag and front strap,0.9106211066246033
"Artist Vik Muniz used skywriting for his ""cloud cloud"" project.",2,0,twenties,male,england,en,,10,False,True,common_voice_en_19624455.mp3,artistic Moon is huge guy dressing for his cloud cloud project,0.8058927655220032
They were on the right track.,2,1,sixties,female,england,en,,6,False,True,common_voice_en_153674.mp3,they were on the right track,0.9504849910736084
"One particularly rigorous aspect of studio classes is the ""critique"" or ""review.",2,0,twenties,male,england,en,,12,False,True,common_voice_en_19646795.mp3,one particularly rigorous aspects of Studio classes is to critique or review,0.9201958775520325
I arose obediently and went down the beach.,2,0,fourties,male,england,en,,8,False,True,common_voice_en_18414452.mp3,I arose obediently and went down the beach,0.9303302764892578
This was later adapted by the Army.,2,1,,other,england,en,,7,False,True,common_voice_en_18945564.mp3,This was later adopted by the army,0.8225299119949341
He was later expelled by the Sarawak government due to failure to repay debt.,2,1,twenties,male,england,en,,14,False,True,common_voice_en_23354713.mp3,it was later expelled by the Sarawak government due to failure to repay debt,0.8864331841468811
"In quantum mechanics, the Fubini-Study metric is also known as the Bures metric.",2,0,twenties,male,england,en,,13,False,True,common_voice_en_23660440.mp3,quantum mechanics the puppini study metric is also known as the Brewers metric,0.8236210346221924
There is no wheelchair access to the platform.,2,0,twenties,female,england,en,,8,False,True,common_voice_en_20149531.mp3,there is no wheelchair access to the platform,0.9611189961433411
I have no time to waste.,2,0,twenties,male,england,en,,6,False,True,common_voice_en_18606573.mp3,I have no time to waste,0.9282342791557312
These were sold through Christian bookstores and related outlets.,2,0,twenties,female,england,en,,9,False,True,common_voice_en_22021740.mp3,this was some Christian book stores and related Outlets,0.7942383289337158
Get Katherine at the Bulletin on the phone!,2,0,twenties,male,england,en,,8,False,True,common_voice_en_174956.mp3,get Catherine at the bulletin on the phone,0.8541496396064758
"Injury-prone in college, this continued as he sat out his rookie season.",2,0,twenties,male,england,en,,12,False,True,common_voice_en_22153672.mp3,injury-prone in college discontinued as he sat out his rookie season,0.9369380474090576
Did she solve the riddle all by herself?,2,0,twenties,male,england,en,,8,False,True,common_voice_en_217979.mp3,Did You Solve the Riddle all by herself,0.8722571730613708
The format would soon evolve to Rhythmic Oldies under program director Rick Thomas.,2,0,thirties,male,england,en,,13,False,True,common_voice_en_19741834.mp3,The Forum at Woodson evolved to reach Nicole Bass on the program director Rick Thomas,0.729727029800415
Policemen are investigating in this case.,3,0,thirties,female,england,en,,6,False,True,common_voice_en_214805.mp3,policemen are investigating in this case,0.941601037979126
"The battle resulted in immense casualties, one of whom was Ras Marye.",2,0,twenties,male,england,en,,12,False,True,common_voice_en_21400020.mp3,the battle resulted in indents casualties was rest Mary,0.7833103537559509
In the Palatine Anthology it is said that they established lyric song.,2,1,fourties,male,england,en,,12,False,True,common_voice_en_20252419.mp3,in the Palestine ansaligy I just said that they established lyrics song,0.8128084540367126
Among these movements was Zionism as promoted by Theodore Herzl.,2,0,twenties,other,england,en,,10,False,True,common_voice_en_20989616.mp3,among these movements which scientist has promoted by Theodor herzl,0.7279647588729858
A deputy representative,2,0,thirties,male,england,en,,3,False,True,common_voice_en_12724466.mp3,cappuccino Representatives,0.8730300664901733
The general topography of the province is characterized by uplifted plantation surfaces.,2,0,teens,male,england,en,,12,False,True,common_voice_en_20230377.mp3,the general Topography of the province is characterized by uplifted Plantation services,0.9548670649528503
